pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2025-04-02,92.2,-0.7,5.51,"Lopez, Nicky",670032,543243,field_out,hit_into_play,,,,,3.0,Nicky Lopez pops out to third baseman Nolan Arenado.,R,L,R,STL,LAA,X,5.0,popup,1,0,2025,0.19,0.9,0.52,2.78,,694384.0,,2,5,Top,87.85,140.56,,,,,2.7167517286733283,-134.30268754612734,-3.0930888013260964,1.7276569220988565,28.52845501417999,-20.807382794979677,2.99,1.32,177.0,70.1,59.0,93.1,2438.0,6.7,778473,671056,575929,680977,571448,691026,663457,687363,691023,53.78,0.017,0.018,0.0,1.0,0.0,0.0,3.0,35,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,200.0,0.046,-0.315,69.4,6.4,0.024,0.315,88.0,0,0,0.519,0.481,35,30,36,30,2,1,6.0,,,,1.77,-0.19,0.19,46.3
FF,2025-04-02,92.6,-0.79,5.56,"Lopez, Nicky",670032,543243,,ball,,,,,11.0,Nicky Lopez pops out to third baseman Nolan Arenado.,R,L,R,STL,LAA,B,,,0,0,2025,0.26,0.94,-0.29,4.49,,694384.0,,2,5,Top,,,,,,,0.6968655476933332,-134.7977677696397,1.0433059049315994,3.0317467473088975,30.870649271714836,-21.264377871247344,3.17,1.5,,,,92.8,2488.0,6.5,778473,671056,575929,680977,571448,691026,663457,687363,691023,53.99,,,,,,,,35,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,196.0,0.0,0.014,,,,-0.014,,0,0,0.519,0.481,35,30,36,30,2,1,6.0,,,,1.73,-0.26,0.26,45.0
ST,2025-04-02,85.9,-0.87,5.48,"Lopez, Nicky",670032,543243,strikeout,swinging_strike,,,,,9.0,Nicky Lopez strikes out swinging.,R,L,R,STL,LAA,S,2.0,,2,2,2025,1.58,-0.36,0.8,1.73,,,,1,3,Top,,,,,,,0.76230726599482,-125.11868595286244,-1.8910113558361712,16.328066208252014,26.744951077606206,-35.718640876089516,2.99,1.32,,,,86.3,2926.0,6.6,778473,671056,575929,680977,571448,691026,663457,687363,691023,53.9,,0.0,0.0,1.0,0.0,0.0,,18,6,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Strategic,45.0,0.016,-0.225,70.5,7.0,,0.225,,-1,1,0.404,0.596,35,30,36,30,1,0,6.0,,,,3.45,-1.58,1.58,44.8
ST,2025-04-02,85.6,-0.81,5.48,"Lopez, Nicky",670032,543243,,ball,,,,,14.0,Nicky Lopez strikes out swinging.,R,L,R,STL,LAA,B,,,1,2,2025,1.23,-0.27,2.2,-0.47,,,,1,3,Top,,,,,,,4.6361718883762295,-124.29057513316198,-7.0605884261376355,11.325344095624024,30.78856265556528,-33.4380206165003,3.14,1.37,,,,85.1,2904.0,6.6,778473,671056,575929,680977,571448,691026,663457,687363,691023,53.87,,,,,,,,18,5,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Strategic,43.0,0.0,0.043,,,,-0.043,,-1,1,0.404,0.596,35,30,36,30,1,0,6.0,,,,3.46,-1.23,1.23,45.8
SI,2025-04-02,91.9,-0.73,5.45,"Lopez, Nicky",670032,543243,,foul,,,,,1.0,Nicky Lopez strikes out swinging.,R,L,R,STL,LAA,S,,,1,2,2025,-0.64,0.72,-0.38,3.01,,,,1,3,Top,,,,,,,2.2903697814052215,-133.86315712156784,-1.9041517546731583,-8.205154058040728,30.167281421098664,-23.36257698356682,2.99,1.32,252.0,79.4,45.0,92.4,2463.0,6.6,778473,671056,575929,680977,571448,691026,663457,687363,691023,53.86,,,,,,,,18,4,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,197.0,0.0,0.0,64.0,5.8,,0.0,88.0,-1,1,0.404,0.596,35,30,36,30,1,0,6.0,,,,1.99,0.64,-0.64,46.5
SI,2025-04-02,93.0,-0.84,5.58,"Lopez, Nicky",670032,543243,,ball,,,,,11.0,Nicky Lopez strikes out swinging.,R,L,R,STL,LAA,B,,,0,2,2025,-1.02,0.7,-0.55,3.61,,,,1,3,Top,,,,,,,2.9934849141977526,-135.37505525348496,-0.8177923108736591,-13.227695359332188,30.43158885681636,-23.587165205500387,3.11,1.39,,,,93.2,2545.0,6.4,778473,671056,575929,680977,571448,691026,663457,687363,691023,54.07,,,,,,,,18,3,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,203.0,0.0,0.02,,,,-0.02,88.0,-1,1,0.404,0.596,35,30,36,30,1,0,6.0,,,,1.94,1.02,-1.02,45.8
FF,2025-04-02,92.2,-0.7,5.53,"Lopez, Nicky",670032,543243,,foul,,,,,6.0,Nicky Lopez strikes out swinging.,R,L,R,STL,LAA,S,,,0,1,2025,0.0,0.53,0.33,2.2,,,,1,3,Top,,,,,,,2.622518026491909,-134.30595890745604,-3.8182431935633,-0.5804457123297915,29.49558565975824,-25.134849081547852,2.99,1.32,,,,92.8,2614.0,6.6,778473,671056,575929,680977,571448,691026,663457,687363,691023,53.89,,,,,,,,18,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,197.0,0.0,-0.057,69.2,6.7,,0.057,,-1,1,0.404,0.596,35,30,36,30,1,0,6.0,,,,2.15,0.0,0.0,48.1
FF,2025-04-02,92.8,-0.98,5.47,"Lopez, Nicky",670032,543243,,swinging_strike,,,,,6.0,Nicky Lopez strikes out swinging.,R,L,R,STL,LAA,S,,,0,0,2025,0.04,0.66,0.69,2.34,,,,1,3,Top,,,,,,,4.216553580972629,-135.2000771518403,-3.722828048972056,-0.4051512562894184,28.370554371520793,-23.527638141734315,2.99,1.32,,,,93.8,2582.0,6.7,778473,671056,575929,680977,571448,691026,663457,687363,691023,53.77,,,,,,,,18,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,199.0,0.0,-0.037,71.1,6.4,,0.037,,-1,1,0.404,0.596,35,30,36,30,1,0,6.0,,,,1.98,-0.04,0.04,45.5
SL,2025-04-02,83.3,2.1,5.35,"Lopez, Nicky",670032,668941,field_out,hit_into_play,,,,,1.0,Nicky Lopez pops out to shortstop Masyn Winn.,R,L,L,STL,LAA,X,6.0,popup,0,2,2025,-0.79,0.3,-0.63,2.63,,,,2,9,Top,117.26,124.87,,,,,-4.63355602209867,-121.17506303762524,-0.2857009412642038,-6.650238601641436,27.10580427529142,-29.458652802083844,2.99,1.32,190.0,60.8,34.0,81.4,2815.0,5.3,778473,671056,575929,680977,571448,691026,663457,672279,687363,55.15,0.446,0.401,0.0,1.0,0.0,0.0,4.0,79,3,Slider,12,5,5,12,5,12,5,12,Infield shade,Standard,308.0,0.0,-0.157,52.9,6.9,0.446,0.157,88.0,7,-7,1.0,0.0,28,30,29,30,1,3,2.0,,,,3.03,-0.79,-0.79,27.5
SL,2025-04-02,83.6,2.08,5.3,"Lopez, Nicky",670032,668941,,called_strike,,,,,4.0,Nicky Lopez pops out to shortstop Masyn Winn.,R,L,L,STL,LAA,S,,,0,1,2025,-0.39,0.08,-0.28,2.09,,,,2,9,Top,,,,,,,-4.606888987192424,-121.51279758218176,-0.937339860610743,-2.599574443705722,30.365097763107237,-31.453556486156057,3.19,1.5,,,,81.3,2609.0,5.4,778473,671056,575929,680977,571448,691026,663457,672279,687363,55.1,,,,,,,,79,2,Slider,12,5,5,12,5,12,5,12,Infield shade,Standard,324.0,0.0,-0.058,,,,0.058,,7,-7,1.0,0.0,28,30,29,30,1,3,2.0,,,,3.27,-0.39,-0.39,32.5
