pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2025-04-02,92.3,-1.22,6.13,"Urías, Luis",649966,592791,single,hit_into_play,,,,,2.0,Luis Urías singles on a sharp line drive to left fielder Ian Happ. Jacob Wilson to 2nd.,R,R,R,ATH,CHC,X,7.0,line_drive,0,0,2025,-0.56,1.46,0.2,3.34,,,805779.0,1,4,Bot,50.65,111.89,,,,,4.89174145455201,-134.24983689499038,-4.459221489142069,-7.827098358995381,30.866385356621457,-13.743680266817307,3.31,1.59,233.0,104.4,14.0,92.9,2414.0,6.8,778471,608348,457759,663538,807713,621020,664023,691718,673548,53.71,0.74,0.755,0.9,1.0,1.0,0.0,4.0,43,1,4-Seam Fastball,2,8,2,8,8,2,2,8,Standard,Standard,204.0,0.017,0.405,,,1.047,-0.405,104.4,-6,-6,0.052,0.052,33,28,34,28,2,1,5.0,4.0,,,1.23,0.56,0.56,47.8
FF,2025-04-02,93.9,-1.21,6.09,"Urías, Luis",649966,592791,walk,ball,,,,,12.0,Luis Urías walks. Shea Langeliers to 3rd. Seth Brown to 2nd.,R,R,R,ATH,CHC,B,,,3,2,2025,-0.35,1.7,0.03,4.05,,669127.0,664913.0,2,2,Bot,,,,,,,4.036461980263819,-136.57114099396736,-3.273420386467286,-5.350389324969066,34.0125704969712,-10.544315153555283,3.25,1.57,,,,94.6,2247.0,7.0,778471,608348,457759,663538,807713,621020,664023,691718,673548,53.45,,0.6863,0.7,1.0,0.0,0.0,,20,6,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,208.0,0.028,0.216,,,,-0.216,,-4,-4,0.165,0.165,33,28,34,28,1,0,5.0,4.0,,,0.92,0.35,0.35,47.0
FF,2025-04-02,93.9,-1.33,6.1,"Urías, Luis",649966,592791,,swinging_strike,,,,,6.0,Luis Urías walks. Shea Langeliers to 3rd. Seth Brown to 2nd.,R,R,R,ATH,CHC,S,,,3,1,2025,-0.32,1.64,0.37,2.5,,669127.0,664913.0,2,2,Bot,,,,,,,5.149062868506286,-136.40354016522056,-7.214380425558183,-5.246857929779874,32.79893487548189,-10.264289292296915,3.31,1.59,,,,94.2,2334.0,6.8,778471,608348,457759,663538,807713,621020,664023,691718,673548,53.75,,,,,,,,20,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,204.0,0.0,-0.074,73.3,7.7,,0.074,,-4,-4,0.165,0.165,33,28,34,28,1,0,5.0,4.0,,,0.97,0.32,0.32,43.5
FF,2025-04-02,93.4,-1.25,6.1,"Urías, Luis",649966,592791,,called_strike,,,,,8.0,Luis Urías walks. Shea Langeliers to 3rd. Seth Brown to 2nd.,R,R,R,ATH,CHC,S,,,3,0,2025,-0.45,1.6,0.08,1.92,,669127.0,664913.0,2,2,Bot,,,,,,,4.469469261220699,-135.78671031021233,-8.619354044997843,-6.507820322434156,30.07163022594965,-10.729218225813003,3.31,1.53,,,,94.6,2384.0,7.1,778471,608348,457759,663538,807713,621020,664023,691718,673548,53.44,,,,,,,,20,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,206.0,0.0,-0.058,,,,0.058,,-4,-4,0.165,0.165,33,28,34,28,1,0,5.0,4.0,,,1.02,0.45,0.45,45.1
FF,2025-04-02,93.5,-1.27,6.07,"Urías, Luis",649966,592791,,ball,,,,,11.0,Luis Urías walks. Shea Langeliers to 3rd. Seth Brown to 2nd.,R,R,R,ATH,CHC,B,,,2,0,2025,-0.27,1.32,-0.02,3.7,,669127.0,664913.0,2,2,Bot,,,,,,,3.8406057664234736,-136.07698865425434,-3.2716095225675557,-4.201057843951892,31.13590549533124,-15.289585799482529,3.29,1.5,,,,93.9,2366.0,6.6,778471,608348,457759,663538,807713,621020,664023,691718,673548,53.88,,,,,,,,20,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,204.0,0.0,0.08,,,,-0.08,,-4,-4,0.165,0.165,33,28,34,28,1,0,5.0,4.0,,,1.3,0.27,0.27,47.3
ST,2025-04-02,79.4,-1.45,6.17,"Urías, Luis",649966,592791,,ball,,,,,12.0,Luis Urías walks. Shea Langeliers to 3rd. Seth Brown to 2nd.,R,R,R,ATH,CHC,B,,,1,0,2025,1.52,0.01,0.41,3.49,,669127.0,664913.0,2,2,Bot,,,,,,,1.2209478785357712,-115.65962340559078,0.8994018348622363,13.400804456456548,22.44752726488331,-32.44399915958368,3.23,1.53,,,,79.6,2683.0,6.5,778471,608348,457759,663538,807713,621020,664023,691718,673548,54.03,,,,,,,,20,2,Sweeper,0,4,0,4,4,0,0,4,Standard,Standard,62.0,0.0,0.044,,,,-0.044,,-4,-4,0.165,0.165,33,28,34,28,1,0,5.0,4.0,,,3.61,-1.52,-1.52,45.3
FF,2025-04-02,92.8,-1.12,6.12,"Urías, Luis",649966,592791,,ball,,,,,12.0,Luis Urías walks. Shea Langeliers to 3rd. Seth Brown to 2nd.,R,R,R,ATH,CHC,B,,,0,0,2025,-0.19,1.43,1.56,2.7,,669127.0,664913.0,2,2,Bot,,,,,,,7.335487791969693,-134.96462463348735,-6.149027618314958,-3.931799881719692,29.038097007741108,-13.51586291161452,3.31,1.44,,,,93.7,2285.0,6.8,778471,608348,457759,663538,807713,621020,664023,691718,673548,53.7,,,,,,,,20,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,205.0,0.0,0.026,,,,-0.026,,-4,-4,0.165,0.165,33,28,34,28,1,0,5.0,4.0,,,1.22,0.19,0.19,43.0
SL,2025-04-02,87.2,-0.61,5.67,"Urías, Luis",649966,669212,grounded_into_double_play,hit_into_play,,,,,9.0,"Luis Urías grounds into a double play, shortstop Dansby Swanson to second baseman Nico Hoerner to first baseman Justin Turner. Jacob Wilson to 3rd. Seth Brown out at 2nd. Luis Urías out at 1st.",R,R,R,ATH,CHC,X,6.0,ground_ball,0,1,2025,0.28,0.15,0.73,2.06,,805779.0,664913.0,0,9,Bot,105.75,156.73,,,,,2.6568686586620505,-127.11967594008898,-2.9504926019489344,2.5942429379185743,22.292248079369063,-30.141725761761304,3.31,1.59,49.0,67.4,3.0,87.9,2600.0,6.3,778471,608348,457759,663538,807713,621020,664023,691718,673548,54.18,0.143,0.124,0.0,1.0,0.0,0.0,2.0,82,2,Slider,2,10,2,10,10,2,2,10,Standard,Standard,173.0,-0.003,-0.272,64.1,8.3,0.163,0.272,88.0,-8,-8,0.003,0.003,29,28,29,28,1,3,3.0,4.0,,,2.8,-0.28,-0.28,45.7
SL,2025-04-02,84.6,-0.49,5.62,"Urías, Luis",649966,669212,,swinging_strike,,,,,14.0,"Luis Urías grounds into a double play, shortstop Dansby Swanson to second baseman Nico Hoerner to first baseman Justin Turner. Jacob Wilson to 3rd. Seth Brown out at 2nd. Luis Urías out at 1st.",R,R,R,ATH,CHC,S,,,0,0,2025,0.24,0.11,0.9,1.19,,805779.0,664913.0,0,9,Bot,,,,,,,2.7701976162811555,-123.332253221838,-4.313953537038035,1.971303648473829,21.994511201710388,-30.45954044803891,3.31,1.59,,,,85.2,2477.0,6.4,778471,608348,457759,663538,807713,621020,664023,691718,673548,54.12,,,,,,,,82,1,Slider,2,10,2,10,10,2,2,10,Standard,Standard,179.0,0.0,-0.044,56.3,8.8,,0.044,,-8,-8,0.003,0.003,29,28,29,28,1,3,3.0,4.0,,,3.04,-0.24,-0.24,45.3
ST,2025-04-02,85.5,-1.51,6.34,"Urías, Luis",649966,641745,field_out,hit_into_play,,,,,12.0,Luis Urías flies out to right fielder Seiya Suzuki.,R,R,R,ATH,CHC,X,9.0,fly_ball,1,2,2025,1.69,0.14,1.27,2.83,,,,0,7,Bot,189.45,128.99,,,,,3.127218072109308,-124.57376646413417,-2.311742066288217,17.12675628471038,23.337177758089233,-30.505772002738965,3.31,1.59,235.0,77.3,49.0,84.8,2789.0,5.6,778471,608348,457759,663538,807713,621020,664023,691718,673548,54.86,0.08,0.085,0.0,1.0,0.0,0.0,3.0,66,5,Sweeper,2,10,2,10,10,2,2,10,Standard,Standard,67.0,-0.001,-0.186,61.0,7.3,0.116,0.186,88.0,-8,-8,0.004,0.004,29,28,30,28,1,2,5.0,4.0,,,2.96,-1.69,-1.69,46.6
