pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,2024-05-31,88.6,-1.98,4.72,"Madrigal, Nick",663611,664747,force_out,hit_into_play,,,,,9.0,"Nick Madrigal grounds into a force out, third baseman Jeimer Candelario to second baseman Santiago Espinal.   Pete Crow-Armstrong to 3rd.    Michael Busch out at 2nd.    Nick Madrigal to 1st.",R,R,R,CHC,CIN,X,5.0,ground_ball,1,2,2024,0.21,0.09,0.5,1.28,,691718.0,683737.0,0,9,Bot,104.11,169.32,,,,,5.77162576231456,-129.1919011594054,-2.75175909558417,1.505122348667273,20.267345336949575,-30.92278344224442,2.93,1.34,,,,91.9,2739.0,7.6,746877,663886,668715,669289,600869,682829,674441,670770,641584,52.9,,,0.0,,0.0,0.0,,77,5,Slider,3,5,3,5,5,3,3,5,Strategic,Strategic,141.0,-0.111,-0.238,67.9,7.1,,0.238,,-2,-2,0.312,0.312,27,27,28,27,1,0,5.0,3.0,2.0,,2.75,-0.21,-0.21,12.9
SL,2024-05-31,88.1,-2.07,4.66,"Madrigal, Nick",663611,664747,,foul,,,,,14.0,"Nick Madrigal grounds into a force out, third baseman Jeimer Candelario to second baseman Santiago Espinal.   Pete Crow-Armstrong to 3rd.    Michael Busch out at 2nd.    Nick Madrigal to 1st.",R,R,R,CHC,CIN,S,,,1,2,2024,0.46,-0.12,0.99,1.21,,691718.0,683737.0,0,9,Bot,,,,,,,6.662426372464089,-128.32254317410153,-2.160968568240776,3.934289787363238,22.25790519605116,-33.28889323390165,2.93,1.34,182.0,65.2,43.0,90.8,2829.0,7.5,746877,663886,668715,669289,600869,682829,674441,670770,641584,52.97,,,,,,,,77,4,Slider,3,5,3,5,5,3,3,5,Strategic,Standard,121.0,0.0,0.0,63.7,7.1,,0.0,88.0,-2,-2,0.312,0.312,27,27,28,27,1,0,5.0,3.0,2.0,,3.01,-0.46,-0.46,9.4
SL,2024-05-31,87.1,-1.96,4.73,"Madrigal, Nick",663611,664747,,foul,,,,,9.0,"Nick Madrigal grounds into a force out, third baseman Jeimer Candelario to second baseman Santiago Espinal.   Pete Crow-Armstrong to 3rd.    Michael Busch out at 2nd.    Nick Madrigal to 1st.",R,R,R,CHC,CIN,S,,,1,1,2024,0.31,0.14,0.44,1.49,,691718.0,683737.0,0,9,Bot,,,,,,,5.268950237308172,-126.92178199138068,-2.0245969689561933,2.447016772991181,22.34863769776539,-30.418120826368373,2.93,1.34,16.0,48.7,-3.0,89.9,2692.0,7.6,746877,663886,668715,669289,600869,682829,674441,670770,641584,52.9,,,,,,,,77,3,Slider,3,5,3,5,5,3,3,5,Strategic,Standard,128.0,0.0,-0.069,65.3,7.4,,0.069,88.0,-2,-2,0.312,0.312,27,27,28,27,1,0,5.0,3.0,2.0,,2.82,-0.31,-0.31,10.6
FF,2024-05-31,93.2,-2.02,4.62,"Madrigal, Nick",663611,664747,,foul,,,,,11.0,"Nick Madrigal grounds into a force out, third baseman Jeimer Candelario to second baseman Santiago Espinal.   Pete Crow-Armstrong to 3rd.    Michael Busch out at 2nd.    Nick Madrigal to 1st.",R,R,R,CHC,CIN,S,,,1,0,2024,-0.84,1.01,-1.45,3.31,,691718.0,683737.0,0,9,Bot,,,,,,,3.424039430568241,-135.83545847538073,0.1125721245202959,-11.1545066606221,25.646249278979028,-19.718264548058364,2.93,1.34,5.0,66.6,-32.0,96.4,2571.0,7.7,746877,663886,668715,669289,600869,682829,674441,670770,641584,52.8,,,,,,,,77,2,4-Seam Fastball,3,5,3,5,5,3,3,5,Strategic,Standard,229.0,0.0,-0.055,,,,0.055,88.0,-2,-2,0.312,0.312,27,27,28,27,1,0,5.0,3.0,2.0,,1.57,0.84,0.84,10.6
FF,2024-05-31,92.8,-1.95,4.61,"Madrigal, Nick",663611,664747,,ball,,,,,11.0,"Nick Madrigal grounds into a force out, third baseman Jeimer Candelario to second baseman Santiago Espinal.   Pete Crow-Armstrong to 3rd.    Michael Busch out at 2nd.    Nick Madrigal to 1st.",R,R,R,CHC,CIN,B,,,0,0,2024,-0.92,1.15,-0.93,3.45,,691718.0,683737.0,0,9,Bot,,,,,,,4.766473320253176,-135.09834727304576,0.3355992180728973,-12.294275491783402,29.517752109855746,-18.440191020231843,2.8,1.34,,,,95.1,2561.0,7.6,746877,663886,668715,669289,600869,682829,674441,670770,641584,52.88,,,,,,,,77,1,4-Seam Fastball,3,5,3,5,5,3,3,5,Strategic,Standard,228.0,0.0,0.045,,,,-0.045,,-2,-2,0.312,0.312,27,27,28,27,1,0,5.0,3.0,2.0,,1.5,0.92,0.92,7.1
CH,2024-05-28,81.5,4.03,4.15,"Madrigal, Nick",663611,571948,sac_bunt,hit_into_play,,,,,11.0,"Nick Madrigal out on a sacrifice bunt, pitcher Hoby Milner to second baseman Brice Turang.   Seiya Suzuki to 3rd.    Cody Bellinger to 2nd.",R,R,L,MIL,CHC,X,1.0,ground_ball,0,0,2024,1.26,0.33,-0.27,3.28,,673548.0,641355.0,0,10,Top,128.25,194.94,,,,,-12.132662179729412,-118.07731810515216,4.0676403615052585,13.994041244136069,20.874952011873212,-30.11134236486665,2.97,1.35,1.0,25.3,-65.0,82.0,2801.0,6.7,745987,661388,680911,668930,687401,642715,592885,686217,641343,53.8,0.274,,0.2,0.0,0.0,0.0,1.0,71,1,Changeup,1,3,3,1,3,1,3,1,Strategic,Standard,89.0,-0.007,0.0,3.9,0.7,0.276,0.0,88.0,-2,2,0.126,0.874,33,27,33,27,1,0,1.0,1.0,3.0,3.0,3.11,1.26,-1.26,-4.6
ST,2024-05-27,79.1,2.14,5.06,"Madrigal, Nick",663611,688107,field_out,hit_into_play,,,,,4.0,"Nick Madrigal grounds out, first baseman Jake Bauers to pitcher Robert Gasser.",R,R,L,MIL,CHC,X,3.0,ground_ball,0,1,2024,-1.56,0.25,-0.43,2.41,,,,0,6,Top,139.68,167.61,,,,,-2.7231447755615417,-115.18467069982596,0.576189658029143,-13.368001749649803,21.769332019038877,-30.30165794082666,2.97,1.36,7.0,63.6,-17.0,79.7,2468.0,6.7,745986,661388,641343,668930,687401,642715,592885,663368,694192,53.82,0.049,0.058,0.0,1.0,0.0,0.0,2.0,35,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Strategic,284.0,0.033,-0.217,50.5,4.6,0.055,0.217,88.0,0,0,0.5,0.5,25,27,25,27,2,1,6.0,1.0,5.0,1.0,3.4,-1.56,1.56,26.1
CH,2024-05-27,86.9,2.37,5.05,"Madrigal, Nick",663611,688107,,called_strike,,,,,6.0,"Nick Madrigal grounds out, first baseman Jake Bauers to pitcher Robert Gasser.",R,R,L,MIL,CHC,S,,,0,0,2024,1.41,0.11,0.44,1.81,,,,0,6,Top,,,,,,,-7.574078571363987,-126.37044262261308,-1.8154819385482437,16.631616905311866,25.009503269627707,-30.828036489221468,2.73,1.12,,,,87.5,2089.0,6.7,745986,661388,641343,668930,687401,642715,592885,663368,694192,53.85,,,,,,,,35,1,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,113.0,0.0,-0.037,,,,0.037,,0,0,0.5,0.5,25,27,25,27,2,1,6.0,1.0,5.0,1.0,2.9,1.41,-1.41,24.4
FF,2024-05-27,94.4,2.21,5.13,"Madrigal, Nick",663611,688107,field_out,hit_into_play,,,,,5.0,Nick Madrigal lines out to second baseman Brice Turang.,R,R,L,MIL,CHC,X,4.0,line_drive,2,2,2024,0.49,1.18,0.03,2.41,,,,1,3,Top,148.04,130.1,,,,,-6.820312068518812,-137.26643765062985,-4.036892335527392,7.76474042454226,31.080559709829377,-16.557502585772088,2.97,1.36,185.0,78.7,14.0,95.1,2297.0,6.8,745986,661388,641343,668930,687401,642715,592885,663368,694192,53.69,0.706,0.641,0.0,1.0,0.0,0.0,4.0,16,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,136.0,0.018,-0.225,61.9,5.7,0.77,0.225,88.0,0,0,0.525,0.475,25,27,25,27,1,0,6.0,1.0,5.0,1.0,1.39,0.49,-0.49,31.7
ST,2024-05-27,81.8,2.31,4.96,"Madrigal, Nick",663611,688107,,foul,,,,,5.0,Nick Madrigal lines out to second baseman Brice Turang.,R,R,L,MIL,CHC,S,,,2,1,2024,-1.36,-0.02,-0.1,2.02,,,,1,3,Top,,,,,,,-2.820337675833857,-119.08780183530196,-0.0309731794969145,-12.40111939127309,23.16579126405389,-32.53990832819859,2.97,1.36,3.0,63.3,-38.0,82.4,2659.0,6.7,745986,661388,641343,668930,687401,642715,592885,663368,694192,53.81,,,,,,,,16,4,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,279.0,0.0,-0.078,63.8,6.2,,0.078,88.0,0,0,0.525,0.475,25,27,25,27,1,0,6.0,1.0,5.0,1.0,3.42,-1.36,1.36,25.2
SI,2024-05-27,91.2,2.27,5.06,"Madrigal, Nick",663611,688107,,ball,,,,,13.0,Nick Madrigal lines out to second baseman Brice Turang.,R,R,L,MIL,CHC,B,,,1,1,2024,1.31,0.24,-0.84,1.63,,,,1,3,Top,,,,,,,-10.723274641113974,-132.4268691107141,-3.258947715693849,17.674076822810058,26.41991587084028,-28.904268474341976,2.92,1.38,,,,92.1,2120.0,6.8,745986,661388,641343,668930,687401,642715,592885,663368,694192,53.73,,,,,,,,16,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,113.0,0.0,0.059,,,,-0.059,,0,0,0.525,0.475,25,27,25,27,1,0,6.0,1.0,5.0,1.0,2.5,1.31,-1.31,27.3
