pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FC,2025-03-15,88.5,-2.23,5.26,"Jung, Jace",690291,554430,strikeout,swinging_strike,,,,,9.0,Jace Jung strikes out swinging.,S,L,R,PHI,DET,S,2.0,,2,2,2025,-0.07,0.56,0.53,1.82,,,,0,5,Top,,,,,,,6.97126479472411,-128.94826200327927,-3.6666990651790465,-1.9659700146775825,21.444048344244276,-25.352625193926286,3.2,1.61,,,,90.5,2462.0,7.0,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.51,,,0.0,,0.0,0.0,,32,6,Cutter,1,2,2,1,2,1,2,1,,,195.0,0.023,-0.227,,,,0.227,,-1,1,0.356,0.644,35,24,35,25,2,1,,,,,2.29,0.07,-0.07,
FF,2025-03-15,94.0,-2.13,5.4,"Jung, Jace",690291,554430,,foul,,,,,12.0,Jace Jung strikes out swinging.,S,L,R,PHI,DET,S,,,2,2,2025,-0.77,1.21,0.94,2.89,,,,0,5,Top,,,,,,,9.796122618408624,-136.50452529271726,-3.4879066966633414,-11.742131591858616,29.91527963689318,-16.408458016034153,3.2,1.61,44.0,70.7,0.0,95.4,2395.0,7.2,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.28,,,,,,,,32,5,4-Seam Fastball,1,2,2,1,2,1,2,1,,,219.0,0.0,0.0,,,,0.0,88.0,-1,1,0.356,0.644,35,24,35,25,2,1,,,,,1.38,0.77,-0.77,
FC,2025-03-15,91.5,-2.18,5.35,"Jung, Jace",690291,554430,,swinging_strike,,,,,14.0,Jace Jung strikes out swinging.,S,L,R,PHI,DET,S,,,2,1,2025,-0.23,0.59,0.85,1.7,,,,0,5,Top,,,,,,,8.210958206767776,-133.0040905211621,-4.6841492440724695,-4.370447879982107,26.099419188156656,-24.335282253769293,3.2,1.61,,,,92.5,2584.0,6.8,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.74,,,,,,,,32,4,Cutter,1,2,2,1,2,1,2,1,,,218.0,0.0,-0.069,,,,0.069,,-1,1,0.356,0.644,35,24,35,25,2,1,,,,,2.12,0.23,-0.23,
SI,2025-03-15,94.4,-2.11,5.4,"Jung, Jace",690291,554430,,called_strike,,,,,9.0,Jace Jung strikes out swinging.,S,L,R,PHI,DET,S,,,2,0,2025,-1.28,0.74,0.54,1.81,,,,0,5,Top,,,,,,,9.888843254381678,-137.05333005036078,-5.337479797768133,-18.347874713058975,30.630539135453837,-21.82060947684216,3.2,1.61,,,,95.5,2194.0,7.1,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.4,,,,,,,,32,3,Sinker,1,2,2,1,2,1,2,1,,,220.0,0.0,-0.065,,,,0.065,,-1,1,0.356,0.644,35,24,35,25,2,1,,,,,1.83,1.28,-1.28,
CU,2025-03-15,80.7,-2.16,5.49,"Jung, Jace",690291,554430,,ball,,,,,14.0,Jace Jung strikes out swinging.,S,L,R,PHI,DET,B,,,1,0,2025,0.58,-0.84,0.83,0.44,,,,0,5,Top,,,,,,,5.620627620821922,-117.55675129394622,-3.106406696488426,4.489662044071347,19.87638457058089,-39.67891398338244,3.2,1.61,,,,82.1,2660.0,6.9,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.59,,,,,,,,32,2,Curveball,1,2,2,1,2,1,2,1,,,49.0,0.0,0.069,,,,-0.069,,-1,1,0.356,0.644,35,24,35,25,2,1,,,,,4.3,-0.58,0.58,
FC,2025-03-15,91.1,-2.2,5.46,"Jung, Jace",690291,554430,,ball,,,,,14.0,Jace Jung strikes out swinging.,S,L,R,PHI,DET,B,,,0,0,2025,0.0,1.03,1.52,2.35,,,,0,5,Top,,,,,,,9.469587225843265,-132.49404820069094,-4.2557800464546505,-1.6402668257583637,23.57146826002886,-19.283811842179094,3.2,1.61,,,,92.8,2540.0,7.0,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.53,,,,,,,,32,1,Cutter,1,2,2,1,2,1,2,1,,,205.0,0.0,0.038,,,,-0.038,,-1,1,0.356,0.644,35,24,35,25,2,1,,,,,1.68,0.0,0.0,
FF,2025-03-15,95.7,-2.05,5.38,"Jung, Jace",690291,554430,field_out,hit_into_play,,,,,5.0,Jace Jung flies out to center fielder Brandon Marsh.,S,L,R,PHI,DET,X,8.0,fly_ball,3,2,2025,-0.84,1.19,-0.05,2.58,,,,1,2,Top,120.66,85.68,,,,,7.293318008571965,-139.32597736155876,-4.610328295305626,-12.416951454206965,26.95120078167409,-15.718758277944769,3.2,1.61,283.0,89.1,47.0,97.7,2392.0,7.1,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.41,0.003,,0.0,,0.0,0.0,3.0,12,6,4-Seam Fastball,0,2,2,0,2,0,2,0,,,224.0,0.012,-0.332,,,0.005,0.332,89.1,-2,2,0.311,0.689,35,24,35,25,1,0,,,,,1.26,0.84,-0.84,
SI,2025-03-15,95.1,-2.1,5.43,"Jung, Jace",690291,554430,,foul_tip,,,,,2.0,Jace Jung flies out to center fielder Brandon Marsh.,S,L,R,PHI,DET,S,,,3,1,2025,-1.27,0.63,0.12,3.28,,,,1,2,Top,,,,,,,8.786454626962922,-138.43631446435776,-1.5721349306178751,-18.065233978456984,22.586908756794593,-23.79788398687356,3.2,1.61,,,,97.5,2176.0,7.1,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.44,,,,,,,,12,5,Sinker,0,2,2,0,2,0,2,0,,,229.0,0.0,-0.092,,,,0.092,,-2,2,0.311,0.689,35,24,35,25,1,0,,,,,1.83,1.27,-1.27,
CU,2025-03-15,80.2,-2.15,5.6,"Jung, Jace",690291,554430,,ball,,,,,11.0,Jace Jung flies out to center fielder Brandon Marsh.,S,L,R,PHI,DET,B,,,2,1,2025,0.51,-0.84,-2.17,3.1,,,,1,2,Top,,,,,,,-1.0149953187995622,-116.84047945258077,2.7383216216644963,4.9117948725659835,20.80917553744115,-40.621584228445805,3.2,1.61,,,,80.9,2821.0,6.6,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.93,,,,,,,,12,4,Curveball,0,2,2,0,2,0,2,0,,,48.0,0.0,0.122,,,,-0.122,,-2,2,0.311,0.689,35,24,35,25,1,0,,,,,4.36,-0.51,0.51,
CU,2025-03-15,82.2,-2.12,5.56,"Jung, Jace",690291,554430,,ball,,,,,14.0,Jace Jung flies out to center fielder Brandon Marsh.,S,L,R,PHI,DET,B,,,1,1,2025,0.48,-0.93,1.51,-0.01,,,,1,2,Top,,,,,,,7.364251260135489,-119.51585848176616,-4.312012476297808,3.151856163985702,23.314159495339684,-40.42594663385174,3.2,1.61,,,,82.9,2769.0,6.9,778906,592663,547180,681082,664761,607208,671083,669016,592206,53.65,,,,,,,,12,3,Curveball,0,2,2,0,2,0,2,0,,,48.0,0.0,0.059,,,,-0.059,,-2,2,0.311,0.689,35,24,35,25,1,0,,,,,4.31,-0.48,0.48,
