pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,2025-04-03,84.4,-2.05,6.66,"Stallings, Jacob",607732,592836,field_out,hit_into_play,,,,,12.0,Jacob Stallings lines out to right fielder Nick Castellanos.,R,R,R,PHI,COL,X,9.0,line_drive,3,1,2025,0.67,0.17,1.16,2.47,,,,1,5,Top,166.71,103.68,,,,,6.089967797036028,-122.75728961236906,-3.661927006066544,5.4440396412751255,25.417168060134447,-29.88264393960032,3.31,1.57,259.0,80.6,24.0,83.7,2476.0,5.9,778467,592663,547180,681082,664761,607208,596146,669016,592206,54.57,0.446,0.417,0.0,1.0,0.0,0.0,3.0,35,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,128.0,0.021,-0.424,68.0,7.4,0.539,0.424,88.0,0,0,0.53,0.47,32,35,33,36,2,1,,,,,3.04,-0.67,-0.67,
SI,2025-04-03,93.8,-1.85,6.68,"Stallings, Jacob",607732,592836,,ball,,,,,14.0,Jacob Stallings lines out to right fielder Nick Castellanos.,R,R,R,PHI,COL,B,,,2,1,2025,-1.11,1.27,0.87,2.34,,,,1,5,Top,,,,,,,9.40661611296396,-136.01859000096954,-8.187176201650166,-15.900756288307784,30.729938737518975,-14.716934295184362,3.43,1.63,,,,93.0,2001.0,6.0,778467,592663,547180,681082,664761,607208,596146,669016,592206,54.45,,,,,,,,35,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.0,0.122,,,,-0.122,,0,0,0.53,0.47,32,35,33,36,2,1,,,,,1.35,1.11,1.11,
FS,2025-04-03,88.1,-2.08,6.64,"Stallings, Jacob",607732,592836,,ball,,,,,11.0,Jacob Stallings lines out to right fielder Nick Castellanos.,R,R,R,PHI,COL,B,,,1,1,2025,-0.85,0.95,-1.05,3.16,,,,1,5,Top,,,,,,,4.273295110474751,-128.17766336976553,-4.293783665330905,-10.315883019243422,27.81261150305901,-20.99071806247062,3.43,1.64,,,,87.6,1379.0,6.1,778467,592663,547180,681082,664761,607208,596146,669016,592206,54.43,,,,,,,,35,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,218.0,0.0,0.059,,,,-0.059,,0,0,0.53,0.47,32,35,33,36,2,1,,,,,2.0,0.85,0.85,
SL,2025-04-03,84.8,-1.94,6.63,"Stallings, Jacob",607732,592836,,ball,,,,,14.0,Jacob Stallings lines out to right fielder Nick Castellanos.,R,R,R,PHI,COL,B,,,0,1,2025,0.59,0.35,0.44,1.25,,,,1,5,Top,,,,,,,4.344568635687373,-123.36104344218232,-6.892685231807742,5.157892106424782,25.000212663198493,-27.408622742704836,3.3,1.62,,,,84.3,2523.0,6.0,778467,592663,547180,681082,664761,607208,596146,669016,592206,54.47,,,,,,,,35,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,159.0,0.0,0.024,,,,-0.024,,0,0,0.53,0.47,32,35,33,36,2,1,,,,,2.83,-0.59,-0.59,
SL,2025-04-03,83.6,-2.04,6.69,"Stallings, Jacob",607732,592836,,foul,,,,,8.0,Jacob Stallings lines out to right fielder Nick Castellanos.,R,R,R,PHI,COL,S,,,0,0,2025,0.42,0.26,0.16,1.89,,,,1,5,Top,,,,,,,4.222253087412647,-121.59970478597008,-5.076646835050478,3.284375944293265,25.090954063952413,-28.818540818778928,3.31,1.57,2.0,67.1,-53.0,82.7,2473.0,5.9,778467,592663,547180,681082,664761,607208,596146,669016,592206,54.64,,,,,,,,35,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.0,-0.037,71.5,8.5,,0.037,88.0,0,0,0.53,0.47,32,35,33,36,2,1,,,,,3.02,-0.42,-0.42,
FC,2025-04-03,87.6,-2.14,6.62,"Stallings, Jacob",607732,592836,single,hit_into_play,,,,,3.0,Jacob Stallings singles on a fly ball to right fielder Nick Castellanos.,R,R,R,PHI,COL,X,9.0,fly_ball,0,1,2025,0.35,1.02,0.73,3.02,,,,0,3,Top,184.41,67.29,,,,,6.165762334496548,-127.52569816708588,-4.682776379394676,2.627824601965668,25.090946735210142,-20.229332270795577,3.31,1.57,356.0,95.4,28.0,87.4,2426.0,6.0,778467,592663,547180,681082,664761,607208,596146,669016,592206,54.47,0.171,0.282,0.9,1.0,1.0,0.0,5.0,17,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,186.0,-0.04,0.485,63.1,7.1,0.51,-0.485,95.4,0,0,0.5,0.5,32,35,33,36,1,0,,,,,1.93,-0.35,-0.35,
SI,2025-04-03,91.2,-2.12,6.62,"Stallings, Jacob",607732,592836,,called_strike,,,,,4.0,Jacob Stallings singles on a fly ball to right fielder Nick Castellanos.,R,R,R,PHI,COL,S,,,0,0,2025,-1.32,1.01,-0.44,2.42,,,,0,3,Top,,,,,,,7.02956579130481,-132.46814031777922,-6.7273444285404755,-17.141411455825757,31.596326138014003,-18.975503188360985,3.43,1.76,,,,90.2,1926.0,6.0,778467,592663,547180,681082,664761,607208,596146,669016,592206,54.48,,,,,,,,17,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218.0,0.0,-0.037,,,,0.037,,0,0,0.5,0.5,32,35,33,36,1,0,,,,,1.77,1.32,1.32,
SI,2025-04-03,100.0,1.29,6.56,"Stallings, Jacob",607732,621237,strikeout,swinging_strike,,,,,1.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,S,2.0,,3,2,2025,1.03,1.2,-0.32,2.83,,669911.0,656248.0,0,9,Top,,,,,,,-6.925183234496455,-145.3307170429079,-7.820961761813864,16.150207369956494,33.71000681745331,-13.430408502857864,3.31,1.57,,,,100.9,2148.0,6.8,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.66,,0.0,0.0,1.0,0.0,0.0,,73,9,Sinker,3,1,1,3,1,3,1,3,Standard,Standard,150.0,0.102,-0.36,62.3,6.3,,0.36,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,1.08,1.03,-1.03,
SI,2025-04-03,99.4,1.19,6.57,"Stallings, Jacob",607732,621237,,foul,,,,,12.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,S,,,3,2,2025,1.18,1.12,0.89,2.87,,669911.0,656248.0,0,9,Top,,,,,,,-3.658252348125854,-144.66636188086628,-7.483214980567622,17.37275171672835,32.670594435451605,-14.953435036152085,3.31,1.57,175.0,87.4,13.0,101.1,2078.0,7.1,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.37,,,,,,,,73,8,Sinker,3,1,1,3,1,3,1,3,Standard,Standard,158.0,0.0,0.0,64.5,7.2,,0.0,88.0,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,1.18,1.18,-1.18,
FC,2025-04-03,94.0,1.17,6.56,"Stallings, Jacob",607732,621237,,blocked_ball,,,,,13.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,B,,,2,2,2025,-0.03,0.75,-1.13,-0.59,,669911.0,656248.0,0,9,Top,,,,,,,-5.972853122688399,-136.16799750895257,-14.647716304320806,0.8587810779216352,28.646582084138945,-19.840778226495036,3.38,1.57,,,,95.4,2083.0,7.2,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.26,,,,,,,,73,7,Cutter,3,1,1,3,1,3,1,3,Standard,Standard,148.0,0.0,0.137,,,,-0.137,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,1.84,-0.03,0.03,
SI,2025-04-03,99.2,1.43,6.54,"Stallings, Jacob",607732,621237,,foul,,,,,2.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,S,,,2,2,2025,1.19,1.02,-0.2,2.95,,669911.0,656248.0,0,9,Top,,,,,,,-7.351642701398421,-144.1174614684368,-6.862586464625663,18.330672225608073,34.30519746072737,-16.489468556027877,3.31,1.57,,,,100.4,2115.0,7.1,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.43,,,,,,,,73,6,Sinker,3,1,1,3,1,3,1,3,Standard,Standard,150.0,0.0,0.0,70.2,6.9,,0.0,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,1.31,1.19,-1.19,
FC,2025-04-03,95.3,1.27,6.65,"Stallings, Jacob",607732,621237,,foul,,,,,13.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,S,,,2,2,2025,-0.44,0.65,-1.06,1.0,,669911.0,656248.0,0,9,Top,,,,,,,-5.177107939793871,-138.38325249648835,-10.799835990859195,-4.584505702165208,29.489252736164826,-21.609341407434982,3.31,1.57,,,,96.7,2209.0,7.1,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.42,,,,,,,,73,5,Cutter,3,1,1,3,1,3,1,3,Standard,Standard,167.0,0.0,0.0,67.4,7.4,,0.0,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,1.86,-0.44,0.44,
FC,2025-04-03,94.1,1.21,6.64,"Stallings, Jacob",607732,621237,,ball,,,,,11.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,B,,,1,2,2025,-0.11,0.31,-0.03,3.87,,669911.0,656248.0,0,9,Top,,,,,,,-3.005314329803649,-137.025651491666,-2.231135820631489,-0.789359938900675,29.70838815036967,-27.926834588232452,3.37,1.59,,,,95.1,2047.0,6.8,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.68,,,,,,,,73,4,Cutter,3,1,1,3,1,3,1,3,Standard,Standard,161.0,0.0,0.026,,,,-0.026,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,2.25,-0.11,0.11,
CU,2025-04-03,86.0,1.14,6.68,"Stallings, Jacob",607732,621237,,blocked_ball,,,,,13.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,B,,,0,2,2025,0.23,-0.6,-1.52,-1.1,,669911.0,656248.0,0,9,Top,,,,,,,-6.843278418894408,-124.64985541095356,-11.030871609083018,3.7878717449726462,25.86481065784703,-36.29160861020084,3.34,1.53,,,,86.8,2517.0,7.1,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.43,,,,,,,,73,3,Curveball,3,1,1,3,1,3,1,3,Standard,Standard,1.0,0.0,0.037,,,,-0.037,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,3.72,0.23,-0.23,
CU,2025-04-03,86.1,1.33,6.72,"Stallings, Jacob",607732,621237,,swinging_strike_blocked,,,,,13.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,S,,,0,1,2025,0.26,-0.44,-0.14,0.81,,669911.0,656248.0,0,9,Top,,,,,,,-4.041525556789268,-125.30010039646665,-6.9521812735299475,3.5101655867867683,24.19718885049322,-35.62955493275783,3.31,1.57,,,,86.8,2518.0,6.7,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.85,,,,,,,,73,2,Curveball,3,1,1,3,1,3,1,3,Standard,Standard,356.0,0.0,-0.071,68.3,8.9,,0.071,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,3.5,0.26,-0.26,
FC,2025-04-03,93.7,1.33,6.74,"Stallings, Jacob",607732,621237,,foul,,,,,5.0,Jacob Stallings strikes out swinging.,R,R,L,PHI,COL,S,,,0,0,2025,-0.12,0.34,0.05,2.46,,669911.0,656248.0,0,9,Top,,,,,,,-3.0663671002509356,-136.29834527276026,-6.080113204348059,-0.723396086683988,33.26603529643756,-26.68708689906724,3.31,1.57,,,,94.3,2234.0,6.9,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.59,,,,,,,,73,1,Cutter,3,1,1,3,1,3,1,3,Standard,Standard,164.0,0.0,-0.044,69.1,7.6,,0.044,,2,-2,0.739,0.261,30,35,30,36,1,3,,,,,2.28,-0.12,0.12,
FF,2025-04-03,97.3,-1.25,6.01,"Stallings, Jacob",607732,689147,strikeout,swinging_strike,,,,,3.0,Jacob Stallings strikes out swinging.,R,R,R,PHI,COL,S,2.0,,1,2,2025,-0.96,1.47,0.38,3.06,,,605361.0,1,7,Top,,,,,,,6.597252504444629,-141.38992561999487,-5.723973441004136,-14.478003222488402,35.04245900872592,-11.403685951533172,3.31,1.57,,,,97.3,2330.0,6.5,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.96,,0.0,0.0,1.0,0.0,0.0,,54,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,223.0,0.055,-0.182,64.6,6.3,,0.182,,1,-1,0.694,0.306,24,35,24,36,1,2,,,,,0.96,0.96,0.96,
FF,2025-04-03,95.6,-1.06,6.05,"Stallings, Jacob",607732,689147,,swinging_strike,,,,,3.0,Jacob Stallings strikes out swinging.,R,R,R,PHI,COL,S,,,1,1,2025,-0.6,1.49,0.61,3.08,,,605361.0,1,7,Top,,,,,,,5.807203778647268,-138.99067258369865,-5.592662665581676,-9.071386769164343,33.55298497675895,-11.769516499545585,3.31,1.57,,,,96.0,2262.0,6.8,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.74,,,,,,,,54,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,218.0,0.0,-0.059,67.1,6.4,,0.059,,1,-1,0.694,0.306,24,35,24,36,1,2,,,,,1.02,0.6,0.6,
