pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FC,2025-04-03,94.0,1.21,6.75,"Bouchard, Sean",656248,621237,single,hit_into_play,,,,,8.0,"Sean Bouchard singles on a ground ball to left fielder Max Kepler, deflected by third baseman Alec Bohm. Hunter Goodman scores. Michael Toglia to 2nd.",R,R,L,PHI,COL,X,5.0,ground_ball,0,1,2025,0.0,0.8,-0.05,2.06,696100.0,,669911.0,0,9,Top,79.55,107.91,,,,,-3.3048776380126883,-136.72683390284874,-8.280245509006189,0.7878917962775731,31.556080929443063,-20.413087426630124,3.49,1.64,11.0,90.6,-10.0,94.8,2111.0,6.9,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.61,0.177,0.17,0.9,1.0,1.0,0.0,2.0,72,2,Cutter,3,0,0,3,1,3,1,3,Standard,Standard,169.0,-0.103,0.462,75.5,7.5,0.198,-0.462,90.6,3,-3,0.842,0.158,30,29,30,29,1,0,,,,,1.79,0.0,0.0,
SI,2025-04-03,99.5,1.18,6.63,"Bouchard, Sean",656248,621237,,foul,,,,,5.0,"Sean Bouchard singles on a ground ball to left fielder Max Kepler, deflected by third baseman Alec Bohm. Hunter Goodman scores. Michael Toglia to 2nd.",R,R,L,PHI,COL,S,,,0,0,2025,1.16,1.33,-0.23,2.62,696100.0,,669911.0,0,9,Top,,,,,,,-6.692188056628006,-144.45948829087283,-8.75889498811551,17.761941126418144,36.3199850168845,-11.685332023821964,3.49,1.64,265.0,80.4,38.0,100.5,1951.0,7.1,778467,592663,547180,681082,664761,607208,596146,669016,592206,53.36,,,,,,,,72,1,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,152.0,0.0,-0.04,70.7,7.7,,0.04,88.0,3,-3,0.842,0.158,30,29,30,29,1,0,,,,,1.0,1.16,-1.16,
FF,2025-04-02,91.2,1.8,5.49,"Bouchard, Sean",656248,621381,field_out,hit_into_play,,,,,2.0,Sean Bouchard pops out to third baseman Alec Bohm in foul territory.,R,R,L,PHI,COL,X,5.0,popup,1,0,2025,1.18,1.4,-0.05,3.29,,,,0,8,Top,102.83,199.78,,,,,-7.18076040420153,-132.41498796669947,-2.5458945518897913,15.489742254857047,33.50147574890901,-15.476441708165574,3.5,1.64,56.0,89.2,76.0,90.4,2464.0,6.3,778482,592663,547180,624641,664761,607208,596146,679032,592206,54.16,0.009,0.008,0.0,1.0,0.0,0.0,3.0,55,2,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,137.0,0.036,-0.292,80.8,7.8,0.009,0.292,89.2,2,-2,0.87,0.13,33,29,34,29,1,0,3.0,2.0,,,1.39,1.18,-1.18,30.8
SI,2025-04-02,91.6,1.92,5.47,"Bouchard, Sean",656248,621381,,ball,,,,,11.0,Sean Bouchard pops out to third baseman Alec Bohm in foul territory.,R,R,L,PHI,COL,B,,,0,0,2025,1.51,1.24,-0.6,3.8,,,,0,8,Top,,,,,,,-9.653906395836993,-132.8690122137764,-0.8479553441399643,20.14344229440276,34.74138049745365,-17.81959608247771,3.61,1.73,,,,90.9,2451.0,6.5,778482,592663,547180,624641,664761,607208,596146,679032,592206,53.98,,,,,,,,55,1,Sinker,3,1,1,3,1,3,1,3,Standard,Standard,132.0,0.0,0.038,,,,-0.038,,2,-2,0.87,0.13,33,29,34,29,1,0,3.0,2.0,,,1.55,1.51,-1.51,30.6
CH,2025-03-31,87.4,1.96,5.98,"Bouchard, Sean",656248,650911,strikeout,swinging_strike,,,,,14.0,Sean Bouchard strikes out swinging.,R,R,L,PHI,COL,S,2.0,,1,2,2025,1.39,-0.26,0.48,1.01,,,,1,5,Top,,,,,,,-6.538666912876105,-126.95737364809747,-5.309878614442634,16.3610583179436,27.690395238209938,-33.9936193586948,3.51,1.65,,,,88.5,1857.0,7.2,778502,592663,547180,681082,664761,624641,596146,669016,592206,53.25,,0.0,0.0,1.0,0.0,0.0,,31,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,104.0,0.021,-0.182,78.0,8.3,,0.182,,0,0,0.53,0.47,28,29,29,29,2,1,,2.0,,2.0,3.27,1.39,-1.39,33.8
CH,2025-03-31,87.2,2.15,6.08,"Bouchard, Sean",656248,650911,,ball,,,,,14.0,Sean Bouchard strikes out swinging.,R,R,L,PHI,COL,B,,,0,2,2025,1.43,-0.27,2.23,1.16,,,,1,5,Top,,,,,,,-2.8040363680634743,-126.84731699989224,-5.1047530521393565,15.96324357838022,27.730048435947747,-34.17510650276431,3.55,1.65,,,,88.1,1903.0,7.1,778502,592663,547180,681082,664761,624641,596146,669016,592206,53.45,,,,,,,,31,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,103.0,0.0,0.02,,,,-0.02,,0,0,0.53,0.47,28,29,29,29,2,1,,2.0,,2.0,3.29,1.43,-1.43,31.6
SI,2025-03-31,96.7,1.87,6.1,"Bouchard, Sean",656248,650911,,called_strike,,,,,7.0,Sean Bouchard strikes out swinging.,R,R,L,PHI,COL,S,,,0,1,2025,1.56,0.31,-0.42,1.74,,,,1,5,Top,,,,,,,-9.80758579823426,-140.3241518552507,-6.803280111254819,22.81618130290621,32.27730878721155,-26.702361902549832,3.51,1.65,,,,97.9,2098.0,7.2,778502,592663,547180,681082,664761,624641,596146,669016,592206,53.33,,,,,,,,31,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,121.0,0.0,-0.057,,,,0.057,,0,0,0.53,0.47,28,29,29,29,2,1,,2.0,,2.0,2.15,1.56,-1.56,32.1
SI,2025-03-31,97.2,1.95,6.05,"Bouchard, Sean",656248,650911,,foul,,,,,5.0,Sean Bouchard strikes out swinging.,R,R,L,PHI,COL,S,,,0,0,2025,1.53,0.8,-0.22,2.43,,,,1,5,Top,,,,,,,-9.377981689002471,-141.08557782128247,-6.002499841227119,22.58691441794613,34.384532352552206,-20.199271158369047,3.51,1.65,229.0,76.9,35.0,97.6,2162.0,6.8,778502,592663,547180,681082,664761,624641,596146,669016,592206,53.67,,,,,,,,31,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,124.0,0.0,-0.037,65.0,6.5,,0.037,88.0,0,0,0.53,0.47,28,29,29,29,2,1,,2.0,,2.0,1.64,1.53,-1.53,30.9
SI,2025-03-31,98.1,1.86,6.17,"Bouchard, Sean",656248,650911,strikeout,called_strike,,,,,8.0,Sean Bouchard called out on strikes.,R,R,L,PHI,COL,S,2.0,,2,2,2025,1.83,0.63,0.04,1.77,,,,0,3,Top,,,,,,,-9.284180888033324,-142.44949082411682,-7.939224408626518,27.052895076563384,32.98841414483076,-21.934489806743084,3.53,1.72,,,,99.2,2236.0,7.0,778502,592663,547180,681082,664761,624641,596146,669016,592206,53.48,,0.0,0.0,1.0,0.0,0.0,,15,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,125.0,0.025,-0.227,,,,0.227,,0,0,0.5,0.5,28,29,29,29,1,0,,2.0,,2.0,1.75,1.83,-1.83,32.4
SI,2025-03-31,96.0,2.05,6.15,"Bouchard, Sean",656248,650911,,swinging_strike,,,,,12.0,Sean Bouchard called out on strikes.,R,R,L,PHI,COL,S,,,2,1,2025,1.7,0.42,1.18,2.76,,,,0,3,Top,,,,,,,-6.228224130682635,-139.50828610371306,-4.307804861177073,23.565520297205296,33.99782439312107,-25.867916594896272,3.51,1.65,,,,96.8,2151.0,7.0,778502,592663,547180,681082,664761,624641,596146,669016,592206,53.47,,,,,,,,15,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,122.0,0.0,-0.069,37.9,5.8,,0.069,,0,0,0.5,0.5,28,29,29,29,1,0,,2.0,,2.0,2.08,1.7,-1.7,37.4
CH,2025-03-31,88.0,2.14,6.06,"Bouchard, Sean",656248,650911,,ball,,,,,13.0,Sean Bouchard called out on strikes.,R,R,L,PHI,COL,B,,,1,1,2025,1.62,-0.08,-0.57,1.29,,,,0,3,Top,,,,,,,-10.110430145144566,-127.57146968963949,-5.27237761916856,19.88799417164217,28.79714849196598,-31.983903348896924,3.61,1.74,,,,89.0,2107.0,7.3,778502,592663,547180,681082,664761,624641,596146,669016,592206,53.19,,,,,,,,15,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,113.0,0.0,0.053,,,,-0.053,,0,0,0.5,0.5,28,29,29,29,1,0,,2.0,,2.0,3.07,1.62,-1.62,30.3
