pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
CH,2025-03-31,76.4,-0.81,5.61,"Rea, Colin",607067,640902,strikeout,called_strike,,,,,9,Colin Rea called out on strikes.,R,R,R,ATH,CHC,S,2.0,,0,2,2025,-1.43,0.38,0.8,2.08,673548,,,1,9,Top,,,,,,,5.836225398715049,-111.1489960993462,-1.092826214092821,-12.943591591945156,20.01864362539394,-29.011774861301685,3.49,1.64,,,,74.8,1785,5.2,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.34,,0.0,0.0,1.0,0.0,0.0,,93,5,Changeup,3,18,18,3,18,3,18,3,Standard,Standard,233,0,-0.308,,,,0.308,,-15,15,0,1,29,34,29,35,1,0,,,,,3.52,1.43,1.43,23.7
FF,2025-03-31,86.9,-0.83,5.83,"Rea, Colin",607067,640902,,foul,,,,,11,Colin Rea called out on strikes.,R,R,R,ATH,CHC,S,,,0,2,2025,-0.99,1.28,-0.59,4.34,673548,,,1,9,Top,,,,,,,2.5329028515930587,-126.42387456488508,0.0450617574665264,-11.0508193473762,29.605951995010688,-18.853361476484547,3.58,1.68,133.0,70.5,21.0,84.6,2148,5.1,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.36,,,,,,,,93,4,4-Seam Fastball,3,18,18,3,18,3,18,3,Standard,Standard,231,0,0.0,47.5,5.9,,0.0,88.0,-15,15,0,1,29,34,29,35,1,0,,,,,1.78,0.99,0.99,24.7
FF,2025-03-31,87.8,-0.86,6.21,"Rea, Colin",607067,640902,,foul,,,,,3,Colin Rea called out on strikes.,R,R,R,ATH,CHC,S,,,0,2,2025,-0.6,1.37,0.81,3.01,673548,,,1,9,Top,,,,,,,5.172413422622561,-127.73542377089382,-4.355489258766347,-7.691318421874739,26.95327950340935,-16.531427735654088,3.58,1.68,163.0,70.2,19.0,86.0,2105,5.2,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.29,,,,,,,,93,3,4-Seam Fastball,3,18,18,3,18,3,18,3,Standard,Standard,210,0,0.0,62.3,6.9,,0.0,88.0,-15,15,0,1,29,34,29,35,1,0,,,,,1.6,0.6,0.6,39.4
CH,2025-03-31,78.6,-1.24,5.66,"Rea, Colin",607067,640902,,called_strike,,,,,6,Colin Rea called out on strikes.,R,R,R,ATH,CHC,S,,,0,1,2025,-1.19,0.64,0.69,2.65,673548,,,1,9,Top,,,,,,,6.234661851579359,-114.3610638463208,-0.871486538325223,-11.578988916786264,21.321425164904575,-26.59099975401297,3.67,1.73,,,,77.0,1780,5.2,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.3,,,,,,,,93,2,Changeup,3,18,18,3,18,3,18,3,Standard,Standard,233,0,-0.1,,,,0.1,,-15,15,0,1,29,34,29,35,1,0,,,,,3.05,1.19,1.19,24.6
CH,2025-03-31,74.6,-1.32,5.86,"Rea, Colin",607067,640902,,foul,,,,,11,Colin Rea called out on strikes.,R,R,R,ATH,CHC,S,,,0,0,2025,-1.18,0.76,-0.96,2.65,673548,,,1,9,Top,,,,,,,2.742577644723111,-108.57401693796504,-0.6705451692004951,-9.79183098518702,21.19235398548646,-26.3272868030406,3.58,1.68,92.0,57.9,75.0,72.6,1824,5.0,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.5,,,,,,,,93,1,Changeup,3,18,18,3,18,3,18,3,Standard,Standard,223,0,-0.049,70.2,7.0,,0.049,88.0,-15,15,0,1,29,34,29,35,1,0,,,,,3.37,1.18,1.18,28.8
