pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,2025-04-02,93.4,0.94,5.88,"Flores, Wilmer",527038,664285,field_out,hit_into_play,,,,,3.0,"Wilmer Flores grounds out, shortstop Jeremy Peña to first baseman Christian Walker.",R,R,L,HOU,SF,X,6.0,ground_ball,0,0,2025,1.24,0.4,0.44,2.67,,,,1,5,Top,111.16,159.79,,,,,-4.008774575777637,-135.8923085438007,-3.3017735526956984,16.258331152332406,33.73341640653079,-26.698206217700587,3.08,1.53,14.0,99.4,-10.0,92.5,2232.0,6.1,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.44,0.254,0.187,0.0,1.0,0.0,0.0,2.0,38,1,Sinker,1,5,5,1,5,1,5,1,Standard,Standard,134.0,0.006,-0.256,64.9,7.0,0.275,0.256,99.4,-4,4,0.102,0.898,31,33,32,34,3,2,6.0,1.0,,,2.24,1.24,-1.24,35.6
CU,2025-04-02,81.0,0.61,6.07,"Flores, Wilmer",527038,664285,strikeout,swinging_strike,,,,,13.0,Wilmer Flores strikes out swinging.,R,R,L,HOU,SF,S,2.0,,1,2,2025,-1.1,-1.28,-0.41,1.14,,671218.0,,2,2,Top,,,,,,,-0.1866212817139858,-117.84924932541576,-1.7861114379758658,-10.053766950857993,26.67032275018621,-43.80659317673947,3.08,1.53,,,,79.9,3087.0,6.0,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.52,,0.0,0.0,1.0,0.0,0.0,,15,4,Curveball,0,5,5,0,5,0,5,0,Standard,Standard,317.0,0.011,-0.213,64.8,7.6,,0.213,,-5,5,0.103,0.897,31,33,32,34,2,1,6.0,1.0,,,4.81,-1.1,1.1,43.2
CU,2025-04-02,81.0,0.89,6.04,"Flores, Wilmer",527038,664285,,ball,,,,,14.0,Wilmer Flores strikes out swinging.,R,R,L,HOU,SF,B,,,0,2,2025,-1.12,-1.24,1.03,2.17,,671218.0,,2,2,Top,,,,,,,2.4351871746577127,-117.8957678656994,0.4635780661897821,-10.881902997952787,26.353844785244167,-43.96100608211853,3.08,1.61,,,,79.7,3069.0,5.8,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.71,,,,,,,,15,3,Curveball,0,5,5,0,5,0,5,0,Infield shade,Standard,316.0,0.0,0.018,,,,-0.018,,-5,5,0.103,0.897,31,33,32,34,2,1,6.0,1.0,,,4.77,-1.12,1.12,41.4
SI,2025-04-02,95.4,0.62,6.2,"Flores, Wilmer",527038,664285,,called_strike,,,,,11.0,Wilmer Flores strikes out swinging.,R,R,L,HOU,SF,S,,,0,1,2025,1.23,0.64,-0.54,3.36,,671218.0,,2,2,Top,,,,,,,-5.772549630738537,-138.75032377172198,-3.1999965275622695,17.16969389365935,33.85125593754182,-23.40478730432656,3.13,1.6,,,,94.4,2269.0,5.9,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.56,,,,,,,,15,2,Sinker,0,5,5,0,5,0,5,0,Standard,Standard,146.0,0.0,-0.067,,,,0.067,,-5,5,0.103,0.897,31,33,32,34,2,1,6.0,1.0,,,1.89,1.23,-1.23,44.1
CU,2025-04-02,78.9,0.87,6.09,"Flores, Wilmer",527038,664285,,called_strike,,,,,4.0,Wilmer Flores strikes out swinging.,R,R,L,HOU,SF,S,,,0,0,2025,-1.17,-1.27,-0.36,2.79,,671218.0,,2,2,Top,,,,,,,-0.4954838764269408,-114.78708165386884,2.1236882235559236,-10.037238506469077,25.562473060936725,-44.00099314241103,3.32,1.67,,,,77.4,3005.0,5.7,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.79,,,,,,,,15,1,Curveball,0,5,5,0,5,0,5,0,Standard,Standard,314.0,0.0,-0.04,,,,0.04,,-5,5,0.103,0.897,31,33,32,34,2,1,6.0,1.0,,,5.0,-1.17,1.17,47.0
CH,2025-04-02,89.4,0.84,6.08,"Flores, Wilmer",527038,664285,home_run,hit_into_play,,,,,2.0,Wilmer Flores homers (4) on a fly ball to left field. Willy Adames scores.,R,R,L,HOU,SF,X,,fly_ball,2,1,2025,1.18,0.07,-0.21,2.65,,,642715.0,1,1,Top,58.46,70.6,,,,,-5.049774824657743,-130.07924712253808,-2.5424765545330934,14.47742264711256,29.76035884788179,-30.978393448655225,3.08,1.53,386.0,102.8,25.0,88.6,1692.0,6.0,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.48,0.823,1.46,2.0,1.0,0.0,3.0,6.0,3,4,Changeup,0,0,0,0,2,0,2,0,Infield shade,Standard,127.0,-0.174,1.401,,,2.741,-1.401,102.8,0,0,0.497,0.503,31,33,32,34,1,0,6.0,1.0,,,2.8,1.18,-1.18,46.4
CU,2025-04-02,80.3,0.74,6.12,"Flores, Wilmer",527038,664285,,ball,,,,,13.0,Wilmer Flores homers (4) on a fly ball to left field. Willy Adames scores.,R,R,L,HOU,SF,B,,,1,1,2025,-1.01,-1.22,-1.51,2.36,,,642715.0,1,1,Top,,,,,,,-3.0408524992257293,-116.77431098019473,0.7760158883695978,-8.413848589737544,25.864213999055305,-43.60549127822097,3.25,1.72,,,,78.8,2879.0,5.7,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.79,,,,,,,,3,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,317.0,0.0,0.046,,,,-0.046,,0,0,0.497,0.503,31,33,32,34,1,0,6.0,1.0,,,4.81,-1.01,1.01,43.9
SI,2025-04-02,94.3,0.65,6.13,"Flores, Wilmer",527038,664285,,called_strike,,,,,4.0,Wilmer Flores homers (4) on a fly ball to left field. Willy Adames scores.,R,R,L,HOU,SF,S,,,1,0,2025,1.47,0.68,-0.79,2.4,,,642715.0,1,1,Top,,,,,,,-6.99758193552667,-137.00468233875094,-5.390454972350801,20.14272313293379,35.063079104332104,-22.514301359470753,3.22,1.72,,,,93.3,2275.0,6.2,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.33,,,,,,,,3,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,141.0,0.0,-0.047,,,,0.047,,0,0,0.497,0.503,31,33,32,34,1,0,6.0,1.0,,,1.92,1.47,-1.47,43.8
SI,2025-04-02,94.3,0.59,6.19,"Flores, Wilmer",527038,664285,,ball,,,,,12.0,Wilmer Flores homers (4) on a fly ball to left field. Willy Adames scores.,R,R,L,HOU,SF,B,,,0,0,2025,1.31,0.29,0.35,3.89,,,642715.0,1,1,Top,,,,,,,-3.5097931406079184,-137.19168387271927,-0.8767427178582499,17.25937229477724,34.66009962280673,-28.512916288811425,3.22,1.82,,,,93.2,2176.0,6.0,778475,673237,572233,663898,670623,665161,670541,676801,701305,54.51,,,,,,,,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.0,0.036,,,,-0.036,,0,0,0.497,0.503,31,33,32,34,1,0,6.0,1.0,,,2.3,1.31,-1.31,46.3
FF,2025-04-02,94.6,-2.19,5.98,"Flores, Wilmer",527038,687473,,swinging_strike,,,,,1.0,Wilmer Flores strikes out on automatic strike.,R,R,R,HOU,SF,S,,,1,1,2025,-0.54,1.73,-0.39,2.77,,,,2,7,Top,,,,,,,5.933788314141592,-137.37135648106417,-6.46622752651933,-8.30409318200826,35.60900693062409,-9.11487357546837,3.08,1.53,,,,94.1,2468.0,6.5,778475,673237,572233,663898,670623,665161,670541,676801,701305,53.99,,,,,,,,59,3,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,203.0,0.0,-0.064,71.3,7.3,,0.064,,-2,2,0.201,0.799,26,33,26,34,1,3,2.0,1.0,,,0.87,0.54,0.54,48.5
