pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
CU,2025-03-31,44.0,-0.37,6.16,"Berti, Jon",542932,640902,field_out,hit_into_play,,,,,12.0,"Jon Berti grounds out, second baseman Max Muncy to first baseman Tyler Soderstrom.",R,R,R,ATH,CHC,X,4.0,ground_ball,1,2,2025,0.3,1.13,1.35,4.89,673548.0,,,2,9,Top,140.67,147.63,,,,,1.7149489556165802,-62.861394127772755,9.801731508108375,0.5804388703243178,7.5482431151288045,-30.6671966390126,3.42,1.59,89.0,85.4,5.0,42.2,907.0,5.4,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.11,0.406,0.417,0.0,1.0,0.0,0.0,4.0,94,4,Curveball,3,18,18,3,18,3,18,3,Standard,Standard,193.0,0.0,-0.199,62.2,7.1,0.509,0.199,88.0,-15,15,0.0,1.0,29,35,29,35,1,1,,2.0,,,11.28,-0.3,-0.3,49.8
SL,2025-03-31,60.4,-0.92,6.1,"Berti, Jon",542932,640902,,foul,,,,,2.0,"Jon Berti grounds out, second baseman Max Muncy to first baseman Tyler Soderstrom.",R,R,R,ATH,CHC,S,,,1,1,2025,0.95,1.51,0.14,3.51,673548.0,,,2,9,Top,,,,,,,0.4084700050879269,-87.80724977883253,2.5804476639324117,4.755315556633099,15.59241714907714,-25.245917993219155,3.42,1.59,88.0,48.6,19.0,58.5,1294.0,5.1,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.37,,,,,,,,94,3,Slider,3,18,18,3,18,3,18,3,Standard,Standard,188.0,0.0,-0.073,73.4,7.6,,0.073,88.0,-15,15,0.0,1.0,29,35,29,35,1,1,,2.0,,,4.89,-0.95,-0.95,42.5
CH,2025-03-31,58.5,-0.75,5.88,"Berti, Jon",542932,640902,,called_strike,,,,,11.0,"Jon Berti grounds out, second baseman Max Muncy to first baseman Tyler Soderstrom.",R,R,R,ATH,CHC,S,,,1,0,2025,-0.95,1.16,-0.74,3.66,673548.0,,,2,9,Top,,,,,,,1.307086739559269,-85.11657155639124,3.8945584333183856,-4.814024411547109,11.421456684694498,-27.27911768384981,3.34,1.57,,,,57.6,1265.0,5.3,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.17,,,,,,,,94,2,Changeup,3,18,18,3,18,3,18,3,Standard,Standard,215.0,0.0,-0.039,,,,0.039,,-15,15,0.0,1.0,29,35,29,35,1,1,,2.0,,,5.49,0.95,0.95,37.9
CH,2025-03-31,77.2,-1.0,5.75,"Berti, Jon",542932,640902,,ball,,,,,14.0,"Jon Berti grounds out, second baseman Max Muncy to first baseman Tyler Soderstrom.",R,R,R,ATH,CHC,B,,,0,0,2025,-1.27,0.81,1.98,1.96,673548.0,,,2,9,Top,,,,,,,8.461951291647374,-112.17684429853556,-2.530614286671076,-12.295265512397217,20.468566994866897,-25.096419612392538,3.49,1.68,,,,75.6,1856.0,5.2,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.3,,,,,,,,94,1,Changeup,3,18,18,3,18,3,18,3,Standard,Standard,228.0,0.0,0.032,,,,-0.032,,-15,15,0.0,1.0,29,35,29,35,1,1,,2.0,,,3.03,1.27,1.27,25.7
CH,2025-03-31,79.7,2.04,5.67,"Berti, Jon",542932,519008,field_out,hit_into_play,,,,,9.0,Jon Berti lines out to right fielder Seth Brown.,R,R,L,ATH,CHC,X,9.0,line_drive,1,1,2025,1.66,-0.22,0.72,1.86,,,,0,8,Top,198.88,106.69,,,,,-5.909118243792556,-115.84868338824826,-1.1451651683262598,16.01802171664215,23.68304351656152,-34.103267173442546,3.42,1.59,291.0,96.9,19.0,78.2,1632.0,5.5,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.01,0.346,0.388,0.0,1.0,0.0,0.0,4.0,82,3,Changeup,3,16,16,3,16,3,16,3,Standard,Standard,99.0,0.0,-0.243,70.6,7.5,0.594,0.243,96.9,-13,13,0.0,1.0,36,35,36,35,1,0,3.0,2.0,1.0,,3.84,1.66,-1.66,18.7
SI,2025-03-31,86.9,2.02,5.38,"Berti, Jon",542932,519008,,called_strike,,,,,7.0,Jon Berti lines out to right fielder Seth Brown.,R,R,L,ATH,CHC,S,,,1,0,2025,1.53,-0.09,-0.5,1.62,,,,0,8,Top,,,,,,,-9.08700662173135,-126.21937550071554,-2.591094925270859,18.237839939111403,25.912250874120755,-32.80314170497333,3.45,1.63,,,,86.0,1880.0,5.8,778501,669127,691016,691777,570482,680474,609280,668709,664913,54.66,,,,,,,,82,2,Sinker,3,16,16,3,16,3,16,3,Standard,Standard,103.0,0.0,-0.049,,,,0.049,,-13,13,0.0,1.0,36,35,36,35,1,0,3.0,2.0,1.0,,3.12,1.53,-1.53,11.9
SI,2025-03-31,87.1,2.15,5.39,"Berti, Jon",542932,519008,,ball,,,,,12.0,Jon Berti lines out to right fielder Seth Brown.,R,R,L,ATH,CHC,B,,,0,0,2025,1.4,-0.17,2.66,3.15,,,,0,8,Top,,,,,,,-1.593793498023769,-126.81358569371596,1.0674443259990238,15.44650836093572,25.92054412093532,-34.414952710515315,3.51,1.65,,,,85.6,1895.0,5.3,778501,669127,691016,691777,570482,680474,609280,668709,664913,55.2,,,,,,,,82,1,Sinker,3,16,16,3,16,3,16,3,Standard,Standard,106.0,0.0,0.038,,,,-0.038,,-13,13,0.0,1.0,36,35,36,35,1,0,3.0,2.0,1.0,,3.17,1.4,-1.4,10.5
SI,2025-03-29,91.5,-1.45,5.79,"Berti, Jon",542932,694297,single,hit_into_play,,,,,6.0,Jon Berti singles on a ground ball to right fielder Corbin Carroll.,R,R,R,AZ,CHC,X,9.0,ground_ball,0,0,2025,-1.19,0.62,0.44,2.26,,,,0,5,Top,158.27,158.09,,,,,7.339287417706054,-133.05799800991957,-4.385948409151525,-15.72741594694172,27.67079153020878,-24.058922801328464,3.42,1.59,15.0,101.6,-7.0,91.8,2377.0,6.4,778532,672515,647304,606466,553993,672695,666971,664983,682998,54.06,0.331,0.387,0.9,1.0,1.0,0.0,2.0,34,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,219.0,-0.047,0.448,68.3,7.4,0.372,-0.448,101.6,0,0,0.5,0.5,26,35,27,35,2,1,,10.0,,2.0,2.1,1.19,1.19,31.7
CH,2025-03-29,88.8,-1.63,5.58,"Berti, Jon",542932,694297,field_out,hit_into_play,,,,,8.0,"Jon Berti grounds out, shortstop Geraldo Perdomo to first baseman Josh Naylor.",R,R,R,AZ,CHC,X,6.0,ground_ball,1,2,2025,-1.13,0.26,-0.21,1.49,,,,0,3,Top,110.4,132.16,,,,,5.87979464084371,-129.21955754086963,-4.528295559305367,-13.941489844035043,27.357994668757605,-28.45546242933482,3.42,1.59,5.0,90.5,-17.0,89.1,2151.0,6.5,778532,672515,647304,606466,553993,672695,666971,664983,682998,53.98,0.143,0.173,0.0,1.0,0.0,0.0,2.0,18,4,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,232.0,0.026,-0.186,71.3,7.5,0.194,0.186,90.5,1,-1,0.617,0.383,26,35,27,35,1,0,,10.0,,2.0,2.63,1.13,1.13,28.6
ST,2025-03-29,84.1,-1.83,5.56,"Berti, Jon",542932,694297,,called_strike,,,,,4.0,"Jon Berti grounds out, shortstop Geraldo Perdomo to first baseman Josh Naylor.",R,R,R,AZ,CHC,S,,,1,1,2025,0.96,0.32,-0.31,2.25,,,,0,3,Top,,,,,,,1.5936582455008073,-122.45886747789054,-1.855254056840857,9.29132495254846,26.49643925117563,-28.835820141161864,3.42,1.58,,,,83.8,2932.0,6.2,778532,672515,647304,606466,553993,672695,666971,664983,682998,54.25,,,,,,,,18,3,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,77.0,0.0,-0.056,,,,0.056,,1,-1,0.617,0.383,26,35,27,35,1,0,,10.0,,2.0,2.93,-0.96,-0.96,25.0
