pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2025-03-30,91.5,1.37,6.42,"Marchán, Rafael",665561,680730,single,hit_into_play,,,,,3.0,Rafael Marchán singles on a sharp line drive to center fielder Jacob Young. Brandon Marsh to 2nd.,R,R,L,WSH,PHI,X,8.0,line_drive,1,0,2025,0.54,1.41,0.31,3.07,,,669016.0,1,7,Top,108.7,86.59,,,,,-3.886124361250896,-133.21276447501123,-5.714305380647163,7.228469084198332,25.845201647308564,-14.36158795817004,3.14,1.37,199.0,100.9,10.0,92.6,2121.0,6.7,778526,660688,663993,671277,657557,682928,695578,696285,686611,53.78,0.777,0.737,0.9,1.0,1.0,0.0,4.0,53,2,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,162.0,-0.017,0.369,65.9,7.5,0.911,-0.369,100.9,5,-5,0.972,0.028,25,26,26,26,3,2,,1.0,,,1.29,0.54,-0.54,64.0
FS,2025-03-30,84.4,1.63,6.27,"Marchán, Rafael",665561,680730,,ball,,,,,13.0,Rafael Marchán singles on a sharp line drive to center fielder Jacob Young. Brandon Marsh to 2nd.,R,R,L,WSH,PHI,B,,,0,0,2025,0.31,0.56,-0.59,1.01,,,669016.0,1,7,Top,,,,,,,-5.811072502041555,-122.72760092678116,-7.097731249193601,4.103250785051829,20.395612001871992,-25.394377032448524,3.14,1.38,,,,85.4,999.0,6.6,778526,660688,663993,671277,657557,682928,695578,696285,686611,53.89,,,,,,,,53,1,Split-Finger,5,0,0,5,0,5,0,5,Standard,Standard,143.0,0.0,0.036,,,,-0.036,,5,-5,0.972,0.028,25,26,26,26,3,2,,1.0,,,2.6,0.31,-0.31,56.0
FF,2025-03-30,93.2,1.08,6.38,"Marchán, Rafael",665561,680730,field_out,hit_into_play,,,,,4.0,Rafael Marchán flies out to left fielder James Wood.,R,R,L,WSH,PHI,X,7.0,fly_ball,0,0,2025,0.16,1.68,-0.8,2.37,624641.0,,,2,4,Top,69.41,115.92,,,,,-5.2235352161142945,-135.57362209513795,-8.34485999220367,3.02858960149789,27.97792256580827,-9.769727759221874,3.14,1.37,250.0,72.6,25.0,94.2,2287.0,6.8,778526,660688,663993,671277,657557,682928,695578,696285,686611,53.73,0.931,0.838,0.0,1.0,0.0,0.0,4.0,28,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,166.0,0.046,-0.271,65.2,8.2,0.968,0.271,88.0,0,0,0.513,0.487,25,26,26,26,2,1,,1.0,,,0.93,0.16,-0.16,62.6
FS,2025-03-30,84.8,1.82,6.28,"Marchán, Rafael",665561,680730,grounded_into_double_play,hit_into_play,,,,,6.0,"Rafael Marchán grounds into a double play, third baseman Paul DeJong to second baseman Luis García Jr. to first baseman Nathaniel Lowe. Johan Rojas out at 2nd. Rafael Marchán out at 1st.",R,R,L,WSH,PHI,X,5.0,ground_ball,1,1,2025,0.54,0.39,0.52,1.97,,669016.0,679032.0,1,2,Top,104.07,166.77,,,,,-4.165073581722805,-123.50313126412772,-4.625659406377418,6.34237833904207,22.686623276106705,-27.543239991232788,3.14,1.37,10.0,78.2,-11.0,86.1,950.0,6.9,778526,660688,663993,671277,657557,682928,695578,696285,686611,53.63,0.089,0.077,0.0,1.0,0.0,0.0,2.0,12,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,147.0,0.09,-0.282,58.6,8.2,0.103,0.282,88.0,0,0,0.46,0.54,25,26,26,26,1,0,,1.0,,,2.76,0.54,-0.54,56.9
FS,2025-03-30,85.0,1.41,6.28,"Marchán, Rafael",665561,680730,,swinging_strike,,,,,5.0,"Rafael Marchán grounds into a double play, third baseman Paul DeJong to second baseman Luis García Jr. to first baseman Nathaniel Lowe. Johan Rojas out at 2nd. Rafael Marchán out at 1st.",R,R,L,WSH,PHI,S,,,1,0,2025,0.8,0.47,0.02,2.11,,669016.0,679032.0,1,2,Top,,,,,,,-4.918261050135804,-123.63828373048614,-4.418548676801527,9.167005986873212,24.64700175649909,-26.660377432357468,3.14,1.37,,,,85.9,763.0,6.9,778526,660688,663993,671277,657557,682928,695578,696285,686611,53.59,,,,,,,,12,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.0,-0.054,69.0,8.6,,0.054,,0,0,0.46,0.54,25,26,26,26,1,0,,1.0,,,2.69,0.8,-0.8,60.2
CU,2025-03-30,81.6,1.44,6.37,"Marchán, Rafael",665561,680730,,ball,,,,,7.0,"Rafael Marchán grounds into a double play, third baseman Paul DeJong to second baseman Luis García Jr. to first baseman Nathaniel Lowe. Johan Rojas out at 2nd. Rafael Marchán out at 1st.",R,R,L,WSH,PHI,B,,,0,0,2025,0.06,-0.41,-0.53,1.58,,669016.0,679032.0,1,2,Top,,,,,,,-4.581515245777061,-118.81017934107165,-3.51060441048683,1.3640637804376723,20.159803089395243,-35.711760521077665,3.4,1.25,,,,82.6,2320.0,6.7,778526,660688,663993,671277,657557,682928,695578,696285,686611,53.8,,,,,,,,12,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,348.0,0.0,0.03,,,,-0.03,,0,0,0.46,0.54,25,26,26,26,1,0,,1.0,,,3.8,0.06,-0.06,63.5
FS,2025-03-30,86.8,-2.5,5.75,"Marchán, Rafael",665561,640448,force_out,hit_into_play,,,,,2.0,"Rafael Marchán grounds into a force out, second baseman Luis García Jr. to shortstop CJ Abrams. Edmundo Sosa scores. Brandon Marsh to 3rd. Kody Clemens out at 2nd. Rafael Marchán to 1st.",R,L,R,WSH,PHI,X,4.0,ground_ball,0,0,2025,-0.74,-0.04,-0.26,2.61,624641.0,669016.0,665019.0,0,9,Top,144.72,155.74,,,,,6.903211601925606,-126.33438989882252,-1.328712484442327,-9.229406000054007,22.91861055619581,-32.56728303635963,3.14,1.37,6.0,75.5,-22.0,87.7,1069.0,6.6,778526,660688,663993,671277,657557,682928,695578,696285,686611,53.92,0.043,0.04,0.0,1.0,0.0,0.0,2.0,69,1,Split-Finger,5,0,0,5,1,5,1,5,Standard,Standard,231.0,0.036,-0.221,59.5,6.8,0.053,0.221,88.0,5,-5,0.932,0.068,33,26,34,26,1,3,3.0,1.0,,,3.04,0.74,-0.74,47.4
FF,2025-03-29,96.3,-1.66,6.38,"Marchán, Rafael",665561,687377,walk,ball,,,,,11.0,Rafael Marchán walks. Bryce Harper to 2nd.,R,L,R,WSH,PHI,B,,,3,2,2025,-0.74,1.5,-0.45,3.63,,,547180.0,1,8,Top,,,,,,,4.9157884546468855,-140.10709822633044,-5.176509116558913,-10.834197269954933,30.341082100961465,-11.41724827611858,3.06,1.34,,,,96.8,2662.0,6.5,778535,656180,663993,642708,657557,682928,695578,696285,686611,54.04,,0.6863,0.7,1.0,0.0,0.0,,71,8,4-Seam Fastball,3,10,10,3,10,3,10,3,Standard,Standard,217.0,0.0,0.259,,,,-0.259,,-7,7,0.003,0.997,27,26,27,26,2,0,,,4.0,1.0,0.95,0.74,-0.74,38.9
FF,2025-03-29,95.9,-1.48,6.41,"Marchán, Rafael",665561,687377,,foul,,,,,12.0,Rafael Marchán walks. Bryce Harper to 2nd.,R,L,R,WSH,PHI,S,,,3,2,2025,-0.66,1.53,0.23,3.31,,,547180.0,1,8,Top,,,,,,,6.01209436818108,-139.45864778897865,-6.077501615960046,-9.903621533160685,29.99406085922601,-11.021270283605803,3.14,1.37,117.0,66.6,75.0,96.3,2687.0,6.4,778535,656180,663993,642708,657557,682928,695578,696285,686611,54.06,,,,,,,,71,7,4-Seam Fastball,3,10,10,3,10,3,10,3,Standard,Standard,215.0,0.0,0.0,62.3,6.7,,0.0,88.0,-7,7,0.003,0.997,27,26,27,26,2,0,,,4.0,1.0,0.94,0.66,-0.66,37.6
SI,2025-03-29,95.2,-1.54,6.37,"Marchán, Rafael",665561,687377,,ball,,,,,11.0,Rafael Marchán walks. Bryce Harper to 2nd.,R,L,R,WSH,PHI,B,,,2,2,2025,-1.08,1.03,-1.18,3.34,,,547180.0,1,8,Top,,,,,,,3.3545392709691573,-138.59702345524354,-4.6431112911251855,-14.645674428504108,30.364743144651538,-18.07098510842023,3.06,1.42,,,,95.4,2421.0,6.4,778535,656180,663993,642708,657557,682928,695578,696285,686611,54.15,,,,,,,,71,6,Sinker,3,10,10,3,10,3,10,3,Standard,Standard,215.0,0.0,0.077,,,,-0.077,,-7,7,0.003,0.997,27,26,27,26,2,0,,,4.0,1.0,1.48,1.08,-1.08,36.3
