pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,2025-04-02,89.9,-0.62,6.17,"Sosa, Lenyn",672820,543056,fielders_choice,hit_into_play,,,,,1.0,"Lenyn Sosa reaches on a fielder's choice, fielded by third baseman Willi Castro. Miguel Vargas to 2nd. Miguel Vargas advances to 2nd, on a fielding error by third baseman Willi Castro.",R,R,L,CWS,MIN,X,5.0,ground_ball,0,1,2025,0.54,1.43,-0.32,2.77,,,678246.0,1,9,Bot,107.66,167.8,,,,,-0.4123402557017077,-130.8651675468826,-5.4391567938104,6.277954660995349,29.159904039039365,-14.798960707272029,3.25,1.56,20.0,96.0,-7.0,89.0,2373.0,5.8,778474,543877,664034,666397,650489,621043,664056,621439,670242,54.66,0.194,0.169,0.9,1.0,0.0,0.0,2.0,70,2,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,168.0,0.009,0.483,70.1,6.9,0.214,-0.483,96.0,-5,-5,0.006,0.006,35,25,36,25,1,0,1.0,1.0,,,1.4,0.54,-0.54,55.3
SI,2025-04-02,89.9,-0.52,6.15,"Sosa, Lenyn",672820,543056,,foul,,,,,5.0,"Lenyn Sosa reaches on a fielder's choice, fielded by third baseman Willi Castro. Miguel Vargas to 2nd. Miguel Vargas advances to 2nd, on a fielding error by third baseman Willi Castro.",R,R,L,CWS,MIN,S,,,0,0,2025,1.33,1.29,0.03,2.6,,,678246.0,1,9,Bot,,,,,,,-1.4502038537277695,-131.00272347818938,-5.5754633386501755,15.69883846406684,25.28529303733678,-16.381201436427954,3.25,1.56,,,,89.7,2388.0,5.9,778474,543877,664034,666397,650489,621043,664056,621439,670242,54.63,,,,,,,,70,1,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,174.0,0.0,-0.04,72.8,7.0,,0.04,,-5,-5,0.006,0.006,35,25,36,25,1,0,1.0,1.0,,,1.51,1.33,-1.33,56.8
SL,2025-04-01,84.1,-0.85,6.47,"Sosa, Lenyn",672820,680573,double,hit_into_play,,,,,6.0,Lenyn Sosa doubles (1) on a line drive to left fielder Trevor Larnach. Andrew Benintendi to 3rd.,R,R,R,CWS,MIN,X,7.0,line_drive,2,1,2025,0.71,0.24,0.44,2.67,,,643217.0,1,4,Bot,59.93,116.96,,,,,1.5888038801155986,-122.34867003556192,-2.8483195590410673,6.753066075485944,27.07719369077496,-29.380555555956544,3.27,1.55,213.0,97.5,14.0,84.6,2307.0,6.9,778490,680777,664034,650489,669304,621043,663616,621439,670242,53.59,0.909,0.879,1.25,1.0,1.0,1.0,4.0,29,4,Slider,1,0,1,0,0,1,1,0,Standard,Standard,136.0,0.079,0.776,73.0,8.1,1.134,-0.776,97.5,1,1,0.692,0.692,24,25,25,25,2,1,,1.0,,1.0,3.02,-0.71,-0.71,48.0
SL,2025-04-01,86.1,-0.93,6.38,"Sosa, Lenyn",672820,680573,,blocked_ball,,,,,14.0,Lenyn Sosa doubles (1) on a line drive to left fielder Trevor Larnach. Andrew Benintendi to 3rd.,R,R,R,CWS,MIN,B,,,1,1,2025,0.2,0.62,0.71,-0.04,,,643217.0,1,4,Bot,,,,,,,3.51402343917548,-125.0058871480973,-10.285864417154544,1.324895304165172,26.45457306445522,-23.676741181530204,3.44,1.64,,,,86.7,2322.0,6.9,778490,680777,664034,650489,669304,621043,663616,621439,670242,53.6,,,,,,,,29,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,173.0,0.0,0.046,,,,-0.046,,1,1,0.692,0.692,24,25,25,25,2,1,,1.0,,1.0,2.48,-0.2,-0.2,43.5
SL,2025-04-01,85.8,-0.92,6.53,"Sosa, Lenyn",672820,680573,,called_strike,,,,,1.0,Lenyn Sosa doubles (1) on a line drive to left fielder Trevor Larnach. Andrew Benintendi to 3rd.,R,R,R,CWS,MIN,S,,,1,0,2025,0.15,0.7,-0.31,3.2,,,643217.0,1,4,Bot,,,,,,,1.1508301241995342,-124.98272670284794,-3.043583580313685,1.319316316293713,26.315896049360088,-24.4641443744941,3.37,1.57,,,,86.7,2228.0,6.9,778490,680777,664034,650489,669304,621043,663616,621439,670242,53.62,,,,,,,,29,2,Slider,1,0,1,0,0,1,1,0,Standard,Standard,170.0,0.0,-0.047,,,,0.047,,1,1,0.692,0.692,24,25,25,25,2,1,,1.0,,1.0,2.4,-0.15,-0.15,47.0
CU,2025-04-01,77.9,-0.79,6.42,"Sosa, Lenyn",672820,680573,,blocked_ball,,,,,14.0,Lenyn Sosa doubles (1) on a line drive to left fielder Trevor Larnach. Andrew Benintendi to 3rd.,R,R,R,CWS,MIN,B,,,0,0,2025,0.68,-1.56,0.27,-0.33,,,643217.0,1,4,Bot,,,,,,,1.0209498839905855,-113.27998920497862,-4.592531621966339,5.498880573881825,25.644478106086183,-44.60721131924621,3.31,1.57,,,,78.2,2592.0,7.1,778490,680777,664034,650489,669304,621043,663616,621439,670242,53.38,,,,,,,,29,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,19.0,0.0,0.036,,,,-0.036,,1,1,0.692,0.692,24,25,25,25,2,1,,1.0,,1.0,5.4,-0.68,-0.68,50.4
FF,2025-04-01,91.2,-0.64,6.62,"Sosa, Lenyn",672820,680573,single,hit_into_play,,,,,2.0,Lenyn Sosa singles on a ground ball to center fielder Byron Buxton. Andrew Benintendi to 3rd.,R,R,R,CWS,MIN,X,8.0,ground_ball,0,2,2025,-0.77,1.82,0.04,3.25,,,643217.0,1,2,Bot,107.75,99.36,,,,,3.409185643276553,-132.47684190672922,-6.413916741244617,-9.813848536777137,33.42206299465474,-9.656338315149489,3.27,1.55,29.0,97.2,-5.0,91.1,2161.0,6.7,778490,680777,664034,650489,669304,621043,663616,621439,670242,53.78,0.291,0.257,0.9,1.0,1.0,0.0,2.0,14,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,196.0,0.065,0.497,71.7,6.5,0.346,-0.497,97.2,0,0,0.553,0.553,24,25,25,25,1,0,,1.0,,1.0,0.97,0.77,0.77,51.7
SL,2025-04-01,85.1,-1.04,6.5,"Sosa, Lenyn",672820,680573,,called_strike,,,,,8.0,Lenyn Sosa singles on a ground ball to center fielder Byron Buxton. Andrew Benintendi to 3rd.,R,R,R,CWS,MIN,S,,,0,1,2025,0.27,0.94,0.22,1.74,,,643217.0,1,2,Bot,,,,,,,2.438979646570129,-123.77581543435709,-6.755216833332854,2.271346178905246,26.21520912916727,-21.3280843551023,3.32,1.54,,,,85.4,2201.0,6.6,778490,680777,664034,650489,669304,621043,663616,621439,670242,53.86,,,,,,,,14,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,182.0,0.0,-0.052,,,,0.052,,0,0,0.553,0.553,24,25,25,25,1,0,,1.0,,1.0,2.22,-0.27,-0.27,44.9
SL,2025-04-01,84.4,-0.93,6.48,"Sosa, Lenyn",672820,680573,,swinging_strike_blocked,,,,,14.0,Lenyn Sosa singles on a ground ball to center fielder Byron Buxton. Andrew Benintendi to 3rd.,R,R,R,CWS,MIN,S,,,0,0,2025,0.51,0.95,0.61,0.9,,,643217.0,1,2,Bot,,,,,,,2.5695222840622476,-122.5568217738012,-8.43009221999929,4.521001119159856,28.11759813785994,-20.992689029100916,3.27,1.55,,,,84.2,2254.0,6.7,778490,680777,664034,650489,669304,621043,663616,621439,670242,53.83,,,,,,,,14,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,176.0,0.0,-0.04,37.3,7.4,,0.04,,0,0,0.553,0.553,24,25,25,25,1,0,,1.0,,1.0,2.3,-0.51,-0.51,46.7
ST,2025-04-01,88.8,-0.64,5.5,"Sosa, Lenyn",672820,643377,strikeout,swinging_strike_blocked,,,,,14.0,Lenyn Sosa strikes out swinging.,R,R,R,CWS,MIN,S,2.0,,0,2,2025,0.75,0.26,1.04,0.96,,683734.0,643217.0,2,8,Bot,,,,,,,2.5539873458438835,-129.21157935303475,-5.562261320382325,7.763221342625889,30.29011468302149,-28.266151215287923,3.27,1.55,,,,88.8,2972.0,6.6,778490,680777,664034,650489,669304,621043,664056,621439,670242,53.93,,0.0,0.0,1.0,0.0,0.0,,70,4,Sweeper,3,5,3,5,5,3,3,5,Standard,Standard,40.0,-0.082,-0.186,71.3,8.7,,0.186,,-2,-2,0.153,0.153,30,25,31,25,1,3,5.0,1.0,,1.0,2.66,-0.75,-0.75,48.2
