pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
,2025-03-09,,,,"Marte, Noelvi",682622,641312,triple,hit_into_play,,,,,,Noelvi Marte triples (2) on a fly ball to center fielder David Calabrese.,S,R,R,LAA,CIN,X,8.0,fly_ball,0,0,2025,,,,,,,,0,9,Top,177.39,53.65,,,,,,,,,,,,,,,,,,,779158,808129,605204,695681,702574,677347,815306,683341,676116,,,,1.6,,1.0,2.0,,66,1,,4,0,0,4,0,4,0,4,,,,-0.018,0.986,,,,-0.986,,4,-4,0.987,0.013,30,23,31,24,1,0,,,,,,,,
FS,2025-03-08,87.8,-1.46,5.49,"Marte, Noelvi",682622,571946,strikeout,swinging_strike,,,,,14.0,Noelvi Marte strikes out swinging.,S,R,R,CIN,AZ,S,2.0,,1,2,2025,-1.28,0.31,0.34,0.16,,,,1,8,Bot,,,,,,,7.1048628907769285,-127.65771172163969,-7.57134609431006,-15.362983394881496,23.125496475415513,-27.474110903963517,3.28,1.66,,,,89.4,1925.0,7.1,778827,692416,641820,694371,663731,681581,691021,694815,677565,53.44,,,0.0,,0.0,0.0,,81,4,Split-Finger,9,6,9,6,6,9,9,6,Standard,Standard,218.0,-0.002,-0.182,,,,0.182,,3,3,0.972,0.972,34,23,35,24,1,0,,,,,2.62,1.28,1.28,
FF,2025-03-08,95.1,-1.5,5.55,"Marte, Noelvi",682622,571946,,called_strike,,,,,5.0,Noelvi Marte strikes out swinging.,S,R,R,CIN,AZ,S,,,1,1,2025,-0.58,1.69,0.07,2.32,,,,1,8,Bot,,,,,,,5.458961738075349,-138.24924198215166,-6.667339388058951,-8.631103266186942,31.39296215899583,-9.19652239281374,3.28,1.66,,,,96.2,2442.0,7.0,778827,692416,641820,694371,663731,681581,691021,694815,677565,53.48,,,,,,,,81,3,4-Seam Fastball,9,6,9,6,6,9,9,6,Standard,Standard,210.0,0.0,-0.061,,,,0.061,,3,3,0.972,0.972,34,23,35,24,1,0,,,,,0.84,0.58,0.58,
ST,2025-03-08,82.8,-1.64,5.33,"Marte, Noelvi",682622,571946,,ball,,,,,14.0,Noelvi Marte strikes out swinging.,S,R,R,CIN,AZ,B,,,0,1,2025,1.32,0.29,1.1,1.85,,,,1,8,Bot,,,,,,,3.727534062160227,-120.58287544709272,-2.02300041821628,12.13286328324053,24.007575469395817,-29.17278548455304,3.28,1.66,,,,83.7,2585.0,6.9,778827,692416,641820,694371,663731,681581,691021,694815,677565,53.58,,,,,,,,81,2,Sweeper,9,6,9,6,6,9,9,6,Standard,Standard,74.0,0.0,0.024,,,,-0.024,,3,3,0.972,0.972,34,23,35,24,1,0,,,,,3.04,-1.32,-1.32,
ST,2025-03-08,82.6,-1.65,5.49,"Marte, Noelvi",682622,571946,,called_strike,,,,,6.0,Noelvi Marte strikes out swinging.,S,R,R,CIN,AZ,S,,,0,0,2025,1.53,0.08,0.39,2.74,,,,1,8,Bot,,,,,,,1.6944695278744777,-120.4197214819752,0.0384085148869088,14.567826356081358,22.461067826693725,-31.577544759693865,3.28,1.66,,,,83.8,2563.0,6.9,778827,692416,641820,694371,663731,681581,691021,694815,677565,53.61,,,,,,,,81,1,Sweeper,9,6,9,6,6,9,9,6,Standard,Standard,68.0,0.0,-0.037,,,,0.037,,3,3,0.972,0.972,34,23,35,24,1,0,,,,,3.23,-1.53,-1.53,
FF,2025-03-04,97.5,-2.46,6.18,"Marte, Noelvi",682622,808963,field_out,hit_into_play,,,,,5.0,Noelvi Marte pops out to first baseman Freddie Freeman in foul territory.,S,R,R,LAD,CIN,X,3.0,popup,1,1,2025,-0.87,1.19,-0.15,2.27,682829.0,687952.0,,2,6,Top,171.8,172.45,,,,,8.329617831463214,-141.56452427253203,-7.769989476650829,-13.709220548510912,35.3833883205172,-14.482289926664365,3.28,1.66,133.0,86.0,65.0,98.3,2026.0,7.1,778857,676439,518692,669242,571970,690976,804588,691949,606192,53.43,0.006,,0.0,,0.0,0.0,3.0,45,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,231.0,0.062,-0.278,,,0.01,0.278,88.0,-1,1,0.325,0.675,23,23,24,24,2,2,,,,,1.24,0.87,0.87,
FS,2025-03-04,85.8,-2.51,6.13,"Marte, Noelvi",682622,808963,,ball,,,,,14.0,Noelvi Marte pops out to first baseman Freddie Freeman in foul territory.,S,R,R,LAD,CIN,B,,,0,1,2025,-0.49,-0.92,1.2,-1.35,,682829.0,687952.0,2,6,Top,,,,,,,9.872534802836071,-124.13628585453704,-9.462148549877863,-7.388334382806532,30.416382274470653,-39.3867223017468,3.28,1.66,,,,86.0,460.0,7.3,778857,676439,518692,669242,571970,690976,804588,691949,606192,53.23,,,,,,,,45,2,Split-Finger,1,2,2,1,2,1,2,1,Standard,Standard,308.0,-0.015,0.033,,,,-0.033,,-1,1,0.34,0.66,23,23,24,24,2,2,,,,,4.11,0.49,0.49,
FF,2025-03-04,98.1,-2.63,6.08,"Marte, Noelvi",682622,808963,,called_strike,,,,,6.0,Noelvi Marte pops out to first baseman Freddie Freeman in foul territory.,S,R,R,LAD,CIN,S,,,0,0,2025,-0.74,1.36,0.78,2.56,,682829.0,687952.0,2,6,Top,,,,,,,11.058303234837538,-142.25188717052075,-7.195173193023049,-12.724383563584002,36.15058942832166,-12.18848915670669,3.28,1.66,,,,98.6,2021.0,7.0,778857,676439,518692,669242,571970,690976,804588,691949,606192,53.48,,,,,,,,45,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,229.0,0.0,-0.048,,,,0.048,,-1,1,0.34,0.66,23,23,24,24,2,2,,,,,1.05,0.74,0.74,
FF,2025-03-04,95.9,-1.69,5.55,"Marte, Noelvi",682622,808967,double,hit_into_play,,,,,6.0,Noelvi Marte doubles (1) on a fly ball to center fielder Andy Pages.,S,R,R,LAD,CIN,X,8.0,fly_ball,2,0,2025,-0.66,1.39,0.79,2.61,,,,1,2,Top,172.89,45.02,,,,,8.07342191602768,-139.32386573140298,-5.31466458438306,-10.499048565672592,32.369142959830036,-13.015918242407576,3.28,1.66,,107.0,24.0,,2171.0,6.4,778857,669257,518692,669242,571970,605141,621035,681624,606192,54.06,0.949,,1.25,,1.0,1.0,6.0,11,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,215.0,-0.032,0.546,,,3.502,-0.546,107.0,-2,2,0.311,0.689,26,23,27,24,1,0,,,,,1.1,0.66,0.66,
FF,2025-03-04,96.2,-1.45,5.68,"Marte, Noelvi",682622,808967,,ball,,,,,14.0,Noelvi Marte doubles (1) on a fly ball to center fielder Andy Pages.,S,R,R,LAD,CIN,B,,,1,0,2025,-0.7,1.54,1.07,1.22,,,,1,2,Top,,,,,,,8.240740304652368,-139.56327358430428,-9.70550532981378,-11.00205390960395,31.115442224452146,-9.97069412281664,3.28,1.66,,,,96.0,2210.0,6.3,778857,669257,518692,669242,571970,605141,621035,681624,606192,54.15,,,,,,,,11,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,212.0,0.0,0.072,,,,-0.072,,-2,2,0.311,0.689,26,23,27,24,1,0,,,,,0.93,0.7,0.7,
FF,2025-03-04,96.4,-1.67,5.64,"Marte, Noelvi",682622,808967,,ball,,,,,13.0,Noelvi Marte doubles (1) on a fly ball to center fielder Andy Pages.,S,R,R,LAD,CIN,B,,,0,0,2025,-0.79,1.55,-0.16,1.53,,,,1,2,Top,,,,,,,5.822513290539815,-139.96554052575598,-8.826171724687507,-11.77829981281497,33.35903051894922,-10.01796140334834,3.28,1.66,,,,96.3,2291.0,6.5,778857,669257,518692,669242,571970,605141,621035,681624,606192,54.03,,,,,,,,11,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,215.0,0.0,0.039,,,,-0.039,,-2,2,0.311,0.689,26,23,27,24,1,0,,,,,0.93,0.79,0.79,
