pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,2025-04-01,94.4,-2.41,4.63,"Baldwin, Drake",686948,669160,field_out,hit_into_play,,,,,8.0,Drake Baldwin flies out sharply to left fielder Chris Taylor.,R,L,R,LAD,ATL,X,7.0,fly_ball,3,2,2025,-1.6,0.34,-0.11,1.91,,542303.0,,2,4,Top,74.49,70.58,,,,,9.551515887169437,-137.15179826451578,-2.1803956047157755,-22.22429947523544,28.10380300074584,-27.56914333482816,3.37,1.53,342.0,100.4,37.0,94.9,2356.0,6.5,778487,669257,571771,669242,500743,605141,621035,681624,606192,54.0,0.274,0.535,0.0,1.0,0.0,0.0,5.0,27,6,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,248.0,0.035,-0.298,80.7,7.5,1.049,0.298,100.4,-1,1,0.386,0.614,27,24,28,24,2,1,,1.0,,,2.21,1.6,-1.6,12.8
SI,2025-04-01,94.3,-2.34,4.75,"Baldwin, Drake",686948,669160,,swinging_strike,,,,,5.0,Drake Baldwin flies out sharply to left fielder Chris Taylor.,R,L,R,LAD,ATL,S,,,3,1,2025,-1.64,0.54,-0.17,2.14,,542303.0,,2,4,Top,,,,,,,9.326522571072063,-137.11050942146812,-2.285860179930813,-22.80182434095405,29.659605390611745,-25.04439469846421,3.37,1.53,,,,94.8,2363.0,6.6,778487,669257,571771,669242,500743,605141,621035,681624,606192,53.91,,,,,,,,27,5,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,243.0,0.0,-0.059,79.9,7.5,,0.059,,-1,1,0.386,0.614,27,24,28,24,2,1,,1.0,,,2.02,1.64,-1.64,14.9
FF,2025-04-01,93.6,-2.29,4.94,"Baldwin, Drake",686948,669160,,called_strike,,,,,11.0,Drake Baldwin flies out sharply to left fielder Chris Taylor.,R,L,R,LAD,ATL,S,,,3,0,2025,-1.06,1.15,-0.84,2.94,,542303.0,,2,4,Top,,,,,,,6.187821702862911,-136.27036501227366,-2.012620751862313,-14.595417980086768,28.241228374402567,-17.57054375157752,3.38,1.54,,,,95.1,2267.0,7.0,778487,669257,571771,669242,500743,605141,621035,681624,606192,53.51,,,,,,,,27,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,242.0,0.0,-0.03,,,,0.03,,-1,1,0.386,0.614,27,24,28,24,2,1,,1.0,,,1.44,1.06,-1.06,20.8
FC,2025-04-01,88.6,-2.42,4.86,"Baldwin, Drake",686948,669160,,ball,,,,,14.0,Drake Baldwin flies out sharply to left fielder Chris Taylor.,R,L,R,LAD,ATL,B,,,2,0,2025,-0.07,0.03,1.25,0.99,,542303.0,,2,4,Top,,,,,,,9.216870549480854,-128.78993200196345,-3.4546898036446057,-2.727264974208603,26.47395365654507,-31.353212747847696,3.45,1.54,,,,89.5,2736.0,6.9,778487,669257,571771,669242,500743,605141,621035,681624,606192,53.62,,,,,,,,27,3,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,280.0,0.0,0.048,,,,-0.048,,-1,1,0.386,0.614,27,24,28,24,2,1,,1.0,,,2.88,0.07,-0.07,26.4
SI,2025-04-01,94.0,-2.21,4.86,"Baldwin, Drake",686948,669160,,ball,,,,,11.0,Drake Baldwin flies out sharply to left fielder Chris Taylor.,R,L,R,LAD,ATL,B,,,1,0,2025,-1.48,0.52,-0.9,3.18,,542303.0,,2,4,Top,,,,,,,6.710558682292796,-136.77440435010206,0.176182813470373,-20.06073772448933,27.760726347866417,-25.857298906604015,3.46,1.49,,,,95.0,2268.0,6.7,778487,669257,571771,669242,500743,605141,621035,681624,606192,53.78,,,,,,,,27,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,244.0,0.0,0.024,,,,-0.024,,-1,1,0.386,0.614,27,24,28,24,2,1,,1.0,,,2.04,1.48,-1.48,15.5
CH,2025-04-01,92.6,-2.23,5.04,"Baldwin, Drake",686948,669160,,ball,,,,,11.0,Drake Baldwin flies out sharply to left fielder Chris Taylor.,R,L,R,LAD,ATL,B,,,0,0,2025,-0.97,0.74,-0.75,3.57,,542303.0,,2,4,Top,,,,,,,5.94155448270143,-134.81326199338466,0.3757996181612884,-13.043507000035842,25.999050229676833,-23.29743158510505,3.43,1.53,,,,93.9,2201.0,6.8,778487,669257,571771,669242,500743,605141,621035,681624,606192,53.74,,,,,,,,27,1,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,239.0,0.0,0.014,,,,-0.014,,-1,1,0.386,0.614,27,24,28,24,2,1,,1.0,,,1.89,0.97,-0.97,21.1
SI,2025-04-01,94.6,-2.3,4.79,"Baldwin, Drake",686948,669160,walk,ball,,,,,9.0,Drake Baldwin walks. Marcell Ozuna to 2nd.,R,L,R,LAD,ATL,B,,,3,1,2025,-1.77,0.28,0.78,1.58,,,542303.0,1,2,Top,,,,,,,11.978686866075147,-137.22366713956134,-3.2911338064705067,-24.96450841902311,29.687686105657377,-28.07707866311505,3.42,1.54,,,,94.7,2508.0,6.5,778487,669257,571771,669242,500743,605141,621035,681624,606192,54.01,,0.6863,0.7,1.0,0.0,0.0,,9,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,238.0,-0.037,0.167,,,,-0.167,,0,0,0.497,0.503,27,24,28,24,1,0,,1.0,,,2.28,1.77,-1.77,14.6
FF,2025-04-01,96.0,-2.29,5.03,"Baldwin, Drake",686948,669160,,ball,,,,,11.0,Drake Baldwin walks. Marcell Ozuna to 2nd.,R,L,R,LAD,ATL,B,,,2,1,2025,-1.03,1.0,-1.82,3.3,,,542303.0,1,2,Top,,,,,,,3.5746162775883743,-139.8167626352496,-1.2959806086774774,-14.290571771229574,29.86313991860855,-18.875310746607607,3.43,1.47,,,,96.8,2423.0,6.6,778487,669257,571771,669242,500743,605141,621035,681624,606192,53.9,,,,,,,,9,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,231.0,0.0,0.112,,,,-0.112,,0,0,0.497,0.503,27,24,28,24,1,0,,1.0,,,1.45,1.03,-1.03,21.3
SI,2025-04-01,94.3,-2.5,4.76,"Baldwin, Drake",686948,669160,,ball,,,,,11.0,Drake Baldwin walks. Marcell Ozuna to 2nd.,R,L,R,LAD,ATL,B,,,1,1,2025,-1.29,0.28,-1.6,2.94,,,542303.0,1,2,Top,,,,,,,5.1910927659691595,-137.3374461827919,0.3283652642305021,-17.47466118656472,29.90118296426217,-28.890025826351476,3.48,1.56,,,,94.4,2510.0,6.2,778487,669257,571771,669242,500743,605141,621035,681624,606192,54.25,,,,,,,,9,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,241.0,0.0,0.046,,,,-0.046,,0,0,0.497,0.503,27,24,28,24,1,0,,1.0,,,2.27,1.29,-1.29,12.7
SI,2025-04-01,94.9,-2.4,4.84,"Baldwin, Drake",686948,669160,,called_strike,,,,,4.0,Drake Baldwin walks. Marcell Ozuna to 2nd.,R,L,R,LAD,ATL,S,,,1,0,2025,-1.29,0.29,-0.81,2.57,,,542303.0,1,2,Top,,,,,,,7.0593546884940555,-138.14695840479897,-0.9609019388111812,-18.0769662057262,29.70431160154284,-28.404009802534855,3.41,1.55,,,,95.4,2513.0,6.5,778487,669257,571771,669242,500743,605141,621035,681624,606192,54.03,,,,,,,,9,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,236.0,0.0,-0.047,,,,0.047,,0,0,0.497,0.503,27,24,28,24,1,0,,1.0,,,2.23,1.29,-1.29,19.5
